Gene	High.2838c3.rep1.RNAseq.mm10.featureCounts.gene.txt	High_6499c4.rep2.RNAseq.mm10.featureCounts.gene.txt	High_6555c3.rep5.RNAseq.mm10.featureCounts.gene.txt	High_6556c4.rep7.RNAseq.mm10.featureCounts.gene.txt	High_6620c1.rep3.RNAseq.mm10.featureCounts.gene.txt	Low.6694c2.rep3.RNAseq.mm10.featureCounts.gene.txt	Low_2699c4.rep8.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep5.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep6.RNAseq.mm10.featureCounts.gene.txt	Low_6694c2.rep7.RNAseq.mm10.featureCounts.gene.txt
Mir431	0	0	0	0	0	0	0	0	0	0
Mir433	0	0	0	0	0	0	0	0	0	0
Mir434	0	0	0	0	0	0	0	0	0	0
Mir448	5	0	0	0	0	0	0	0	0	0
Mir429	0	0	0	0	0	0	0	0	0	0
Mir365-2	2	1	4	1	4	0	1	0	0	0
Mir449a	0	0	0	0	0	0	0	0	0	0
Mir450-1	0	0	0	0	0	0	0	0	0	0
Mir451a	0	0	0	0	0	0	0	0	0	0
Mir452	0	5	0	0	0	1	0	1	0	2
Mir463	0	0	0	0	0	0	0	0	0	0
Mir465	0	0	0	0	0	0	0	0	0	0
Mir466	0	0	0	0	0	0	0	0	0	0
Mir468	0	0	0	0	0	0	0	0	0	0
Mir470	0	0	0	0	0	0	0	0	0	0
Mir471	0	0	0	0	0	0	0	0	0	0
Mir532	0	0	0	0	0	0	0	0	0	0
Mir489	0	0	0	0	0	0	0	0	0	0
Mir483	0	0	0	0	0	0	0	0	0	0
Mir484	0	0	0	0	0	2	3	2	0	1
Mir485	1	0	0	0	0	0	0	1	0	3
Mir486	1	0	0	0	0	0	0	1	1	0
Mir546	0	0	0	0	0	0	0	0	0	0
Mir540	0	0	3	0	0	0	0	0	0	0
Mir543	0	0	0	0	0	0	0	0	0	0
Mir539	0	5	0	0	0	0	0	0	0	0
Mir541	0	2	0	0	0	0	0	0	0	0
Mir542	0	0	0	0	0	0	0	0	0	0
Mir547	0	0	0	0	0	0	0	0	0	0
Mir367	0	0	0	0	0	0	1	0	1	1
Mir494	0	0	0	0	0	0	0	0	0	0
Mir376c	0	0	0	0	0	0	0	0	0	0
Mir487b	0	0	0	0	0	0	0	0	0	0
Mir369	0	0	0	0	0	0	0	0	0	0
Mir20b	0	0	0	0	0	0	0	0	0	0
Mir450-2	0	0	0	0	0	0	0	0	0	0
Mir503	0	0	0	0	0	0	0	0	0	0
Mir291b	0	0	0	0	0	0	0	0	0	0
Mir302b	0	0	0	0	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	1	2	0
Mir301b	0	0	0	0	0	0	0	0	0	0
Mir675	0	0	0	0	0	0	0	0	0	0
Mir744	0	0	0	0	0	0	0	0	0	0
Mir374b	0	0	0	0	0	0	0	0	0	0
Mir216b	0	0	0	0	0	0	0	0	0	0
Mir592	0	0	0	0	0	0	0	0	0	0
Mir758	0	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0	0	0
Mir671	0	0	0	0	0	0	0	0	0	0
Mir668	0	0	1	0	0	0	0	0	0	1
Mir665	0	0	0	0	0	0	0	0	0	0
Mir667	0	0	0	0	0	0	0	0	0	0
Mir770	0	0	0	0	0	0	0	0	0	0
Mir762	0	0	0	0	0	0	0	0	0	0
Mir802	0	0	0	0	0	0	0	0	0	0
Mir672	0	0	0	0	0	0	0	0	0	0
Mir670	0	0	0	0	0	0	0	2	0	4
Mir761	0	0	0	0	0	0	0	0	0	0
Mir764	0	0	0	0	0	0	0	0	0	0
Mir763	13	4	8	13	16	17	0	6	1	4
Mir666	0	0	0	0	0	0	0	0	0	0
Mir759	0	0	0	0	0	0	0	0	0	0
Mir496a	0	0	0	0	0	0	0	0	0	0
Mir673	0	0	0	0	0	0	0	0	0	0
Mir760	2	0	4	2	2	3	0	3	1	2
Mir674	5	4	0	1	10	0	0	2	0	2
Mir488	0	0	0	0	0	0	0	0	0	0
Mir677	29	12	18	11	32	11	4	12	12	16
Mir678	0	0	0	0	0	0	0	0	0	0
Mir497	0	0	0	0	0	0	0	0	0	0
Mir679	0	0	0	0	0	0	0	0	0	0
Mir495	0	0	0	0	0	0	0	0	0	0
Mir680-1	0	0	0	0	0	0	0	0	0	0
Mir680-2	1	0	0	0	0	0	0	0	0	0
Mir680-3	0	0	0	0	0	0	0	0	0	0
Mir681	0	0	0	0	0	0	0	0	0	0
Mir682	587	318	425	205	369	527	61	629	489	420
Mir449c	0	0	0	0	0	0	0	0	0	0
Mir683-1	0	0	0	0	0	0	0	0	0	0
Mir684-1	0	0	0	0	0	1	0	0	0	0
Mir684-2	0	0	3	0	0	0	0	0	0	2
Mir686	0	0	0	0	0	0	0	0	0	0
Mir719	0	0	0	0	0	0	0	0	0	0
Mir687	3	0	0	0	0	0	0	0	0	0
Mir688	2	0	1	0	2	2	2	0	1	0
Mir690	0	0	0	0	0	0	0	0	0	0
Mir691	0	0	0	0	0	0	0	0	0	0
Mir692-1	3	0	1	0	0	3	0	0	0	0
Mir693	0	0	0	0	0	0	0	0	0	0
Mir694	0	0	0	0	0	4	0	3	0	0
Mir146b	0	0	0	0	0	0	0	0	0	0
Mir669b	0	0	0	0	0	0	0	0	0	0
Mir669a-2	0	0	0	0	0	0	0	0	0	0
Mir669a-3	0	0	0	0	0	0	0	0	0	0
Mir467b	0	0	0	0	0	0	0	0	0	0
Mir669c	0	0	0	0	0	0	0	0	0	0
Mir297b	0	0	0	0	0	0	0	0	0	0
Mir695	0	0	0	0	2	0	0	0	0	0
Mir455	0	0	0	0	0	0	0	0	0	0
Mir491	0	0	0	0	1	0	0	0	2	0
Mir697	26	1	2	10	2	8	1	8	6	12
Mir698	0	0	0	0	0	0	0	0	0	0
Mir700	4	0	3	1	1	2	2	0	0	0
Mir701	0	0	0	0	0	0	0	0	0	0
Mir702	0	0	0	0	3	0	0	0	0	0
Mir703	140	93	142	31	81	383	23	118	163	194
Mir704	2	0	4	2	4	3	0	0	0	5
Mir705	0	0	0	0	0	0	0	0	0	0
Mir706	0	0	2	0	0	0	0	1	0	0
Mir707	0	0	0	0	0	0	0	0	0	0
Mir708	0	0	0	0	0	0	0	0	0	0
Mir709	0	2	0	0	2	5	1	5	1	1
Mir710	0	0	0	0	0	0	0	0	0	0
Mir711	0	0	0	0	0	0	0	0	0	0
Mir713	0	0	0	0	0	0	0	0	0	0
Mir500	0	0	0	0	0	0	0	0	0	0
Mir501	0	0	0	0	0	0	0	0	0	0
Mir717	0	0	0	0	0	0	0	0	0	0
Mir450b	0	0	0	0	0	0	0	0	0	0
Mir505	0	0	0	0	2	0	0	0	0	0
Mir721	3	0	0	0	0	0	0	0	0	0
Mir652	0	5	0	5	0	0	0	1	1	1
Mir490	0	0	0	0	0	0	0	0	0	0
Mir676	0	0	0	0	0	0	0	0	0	0
Mir615	0	0	0	0	0	0	0	0	0	0
Mir804	0	0	0	0	0	0	0	0	0	0
Mir741	0	0	0	0	0	0	0	0	0	0
Mir742	0	0	0	0	0	0	0	0	0	0
Mir743	0	0	0	0	0	0	0	0	0	0
Mir181d	3	6	2	0	5	0	0	0	0	0
Mir743b	0	0	0	0	0	0	0	0	0	0
Mir871	0	0	0	0	0	0	0	0	0	0
Mir879	0	0	0	0	0	0	0	0	0	0
Mir880	0	0	0	0	0	0	0	0	0	0
Mir881	0	0	0	0	0	0	0	0	0	0
Mir882	0	0	0	0	0	0	0	0	0	0
Mir883a	0	0	0	0	0	0	0	0	0	0
Mir883b	0	0	0	0	0	0	0	0	0	0
Mir190b	0	0	0	0	0	0	0	2	0	0
Mir874	0	0	0	0	0	0	0	0	0	0
Mir876	0	0	0	0	0	0	0	0	0	1
Mir105	0	0	0	0	0	0	0	0	0	0
Mir147	0	0	0	0	0	0	0	0	0	0
Mir18b	0	0	0	0	0	0	0	0	0	0
Mir193b	0	0	0	0	0	0	0	0	0	0
Mir297a-3	0	0	0	0	0	0	0	0	0	0
Mir297a-4	0	0	0	0	0	0	0	0	0	0
Mir297c	0	0	0	0	0	0	0	0	0	0
Mir327	0	0	0	0	0	0	0	0	0	0
Mir344-2	0	0	0	0	0	0	0	0	0	0
Mir421	10	7	7	3	4	1	3	1	2	6
Mir453	0	0	0	0	0	3	0	0	0	0
Mir465b-1	0	0	0	0	0	0	0	0	0	0
Mir465b-2	0	0	0	0	0	0	0	0	0	0
Mir465c-1	0	0	0	0	0	0	0	0	0	0
Mir465c-2	0	0	0	0	0	0	0	0	0	0
Mir466b-2	0	0	0	0	0	0	0	0	0	0
Mir466b-3	0	0	0	0	0	0	0	0	0	0
Mir466f-1	0	0	0	0	0	0	0	0	0	0
Mir466f-2	0	0	0	0	0	0	0	0	0	0
Mir466f-3	2	2	0	0	1	0	0	0	0	0
Mir466g	0	0	0	0	0	0	0	0	0	0
Mir466h	0	0	0	0	0	0	0	0	0	0
Mir467c	0	0	0	0	0	0	0	0	0	0
Mir467d	0	0	0	0	0	0	0	0	0	0
Mir493	0	0	0	0	0	0	0	1	0	0
Mir504	0	0	0	0	0	0	0	0	0	0
Mir509	0	0	0	0	0	0	0	0	0	0
Mir568	229	31	74	34	68	32	21	71	100	71
Mir574	0	0	4	0	0	0	0	0	0	0
Mir654	0	0	0	0	0	0	0	0	0	0
Mir92b	0	0	0	0	0	0	0	0	1	0
Mir466d	0	0	0	0	0	0	0	0	0	0
Mir449b	0	0	0	0	0	0	0	0	0	0
Mir878	0	0	0	0	0	0	0	0	0	0
Mir872	1	0	0	0	0	0	0	0	0	0
Mir873a	0	0	0	0	0	0	0	0	0	0
Mir875	2	1	0	0	1	0	0	2	2	0
Mir208b	7	0	1	1	11	1	0	0	0	0
Mir877	3	0	0	0	0	0	0	1	0	0
Mir511	3	6	0	0	6	0	0	2	0	0
Mir544	0	0	0	0	0	0	0	0	0	0
Mir598	0	0	0	0	0	0	0	0	0	0
Mir653	0	0	0	0	0	0	0	0	0	0
Mir582	0	0	0	0	0	0	0	0	0	0
Mir467e	0	0	0	0	0	0	0	0	0	0
Mir683-2	0	0	0	0	0	0	0	0	0	0
1700034H15Rik	68	21	10	12	34	15	6	4	4	22
Gm15760	223	126	204	110	124	198	67	294	208	83
AW011738	263	152	221	124	203	152	16	272	129	56
Gm4532	207	39	110	46	101	157	12	45	106	142
D730005E14Rik	596	289	445	240	463	524	104	153	13	525
Phtf1os	92	37	41	14	70	34	4	28	34	20
BC025920	259	138	180	68	163	169	57	150	95	83
AA387883	0	0	0	0	0	0	0	0	0	0
Mnd1-ps	6	6	4	2	6	4	0	8	4	2
Gm4598	0	0	0	0	3	0	0	0	2	0
2810410L24Rik	314	175	242	128	212	401	42	348	423	425
Gm14207	98	17	32	16	47	57	25	70	29	90
Gm6402	37	24	36	18	31	111	18	82	43	26
4930539J05Rik	52	8	11	8	21	21	0	15	9	6
E330033B04Rik	419	114	240	110	192	186	51	121	174	126
A930011G23Rik	8	6	20	0	2	0	2	0	0	0
4930412C18Rik	22	15	0	14	14	21	2	28	17	31
1110002L01Rik	349	164	208	122	205	400	93	270	312	299
B330016D10Rik	360	160	192	144	213	262	36	219	220	222
9930014A18Rik	282	160	181	138	192	334	65	529	710	220
A630066F11Rik	116	59	75	29	92	78	10	100	71	45
A630072M18Rik	500	246	280	173	263	371	52	315	193	154
4831440E17Rik	324	166	198	86	178	151	40	100	79	70
Gm20554	72	32	18	26	54	43	6	56	0	44
Snord4a	58	36	48	19	79	46	14	36	26	21
Snord104	231	96	111	76	133	167	28	172	245	259
Snord55	120	97	72	36	94	136	13	100	79	119
Snord2	305	97	105	45	128	101	29	134	50	57
Cdr1os	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps79	0	0	0	0	0	0	0	0	0	0
6820431F20Rik	497	264	437	246	433	619	110	408	446	388
Gm16386	427	174	183	78	169	126	92	224	194	207
Mir22hg	3050	2108	2153	1443	2266	1820	300	1420	470	786
3110099E03Rik	10	0	0	0	0	0	0	0	0	0
Mir183	0	0	0	0	0	0	0	0	0	0
3930402G23Rik	157	68	61	38	82	57	26	56	61	21
F630028O10Rik	250	130	202	89	225	113	12	459	28	24
Gm8979	2	0	2	0	0	0	0	0	0	1
Gm8989	0	0	0	0	0	0	0	0	0	0
Foxd2os	100	41	49	20	65	237	4	138	156	361
Gm3434	0	0	0	0	0	0	0	0	0	0
Gm3428	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	10	2	2	6	0	0	0	4
2410006H16Rik	5872	3351	4744	2563	4310	7182	1269	5779	3818	3671
Mir423	0	0	0	2	3	3	0	1	1	0
Mir499	0	0	0	0	0	0	0	0	0	0
Mir718	0	0	0	0	0	0	0	0	0	0
Mir343	3	2	8	1	9	4	0	6	0	8
Snord17	30	12	22	12	34	76	10	40	14	22
Smok4a	42	42	31	15	44	25	7	7	16	1
Nkx2-2os	0	0	0	0	0	0	0	0	0	0
Gm13034	33	4	2	2	2	2	2	5	6	6
3110021A11Rik	82	46	50	14	38	41	11	43	51	30
Snora26	0	0	0	0	0	0	0	0	0	0
Gm3020	0	0	0	0	0	0	0	0	0	0
Klk1b7-ps	0	0	0	0	0	0	0	0	0	0
Gm10409	0	0	0	0	0	0	0	0	0	0
4933409K07Rik	4	0	0	3	4	7	0	4	3	3
Gm833	0	0	0	0	0	0	0	0	0	0
Mexis	79	52	124	44	83	70	10	198	27	12
Gm6994	6	0	0	0	0	0	0	0	0	0
Gm20605	598	392	432	264	445	328	52	245	198	221
Snora28	159	113	153	37	101	221	33	234	71	104
Ppp1r2-ps9	0	0	0	0	0	0	0	0	0	0
Gm839	0	0	8	3	0	0	0	0	0	0
4933427E11Rik	12	17	15	0	13	10	8	17	5	2
2700046G09Rik	147	79	55	43	73	136	18	88	86	84
1700001G17Rik	34	30	10	15	26	43	6	53	52	50
2010016I18Rik	46	71	42	26	51	42	15	152	193	19
Gm4792	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	8	0	4	3	0	3	0	0	0	0
B430212C06Rik	99	35	64	19	27	100	14	89	91	58
3000002C10Rik	184	93	137	65	176	170	15	132	142	57
1700069L16Rik	0	0	0	0	0	0	0	0	0	0
BC039771	61	43	16	30	32	45	4	14	19	18
BC031361	297	71	128	90	160	151	42	108	120	56
9330151L19Rik	631	355	347	180	463	457	94	338	211	157
D330050I16Rik	118	124	84	37	69	145	16	73	84	77
Gm13375	704	527	534	285	585	575	51	253	233	344
E030024N20Rik	45	5	16	10	8	18	6	38	24	14
Prr33	189	121	155	100	189	190	13	187	25	101
9530091C08Rik	12	10	2	4	27	0	0	2	0	0
Gm5627	2	7	0	4	4	1	0	0	0	0
Slc22a13b	102	33	61	37	103	42	13	20	28	37
AA388235	16	26	28	0	40	44	12	18	72	37
4930592I03Rik	4	8	11	5	19	8	0	12	2	5
BC065397	279	83	137	101	99	129	18	94	103	79
Gm5089	2	0	2	0	0	3	2	0	1	0
Gm12216	141	24	25	34	37	38	15	65	127	33
Snora23	0	9	18	10	14	18	2	21	4	11
B930059L03Rik	83	30	18	30	34	52	8	30	16	13
Gm3002	0	0	0	0	2	0	0	2	0	0
LOC668415	1	2	0	2	8	7	4	6	9	5
Gm2694	20	18	2	0	13	2	0	20	10	0
Krt74	0	1	0	0	0	1	1	0	2	0
4931428L18Rik	10	0	6	2	2	0	0	2	0	0
2810405F15Rik	25	15	22	17	27	32	8	22	20	17
1700025C18Rik	0	0	0	0	0	0	0	0	0	0
Serpina3h	993	692	876	537	922	192	63	247	4	2
Klra13-ps	0	0	0	0	0	0	0	0	0	0
Gm4013	93	18	48	31	67	108	6	56	28	33
9130209A04Rik	0	0	0	0	0	0	0	0	0	0
Gm5095	0	0	0	0	0	0	0	0	0	0
Gm10536	4	2	0	13	13	0	0	11	4	0
Gm4710	0	0	0	0	0	0	0	0	0	0
Gm6225	44	35	20	22	46	36	4	44	36	54
Gm10512	0	0	0	8	0	0	0	0	0	0
Zfp133-ps	77	10	7	18	22	39	1	24	17	15
Gm9999	0	6	2	0	1	15	1	0	0	10
Gm10494	0	4	0	0	0	0	0	1	2	0
4930429F11Rik	0	0	0	0	0	0	0	0	0	0
Gm11468	0	0	0	0	0	0	0	0	0	0
AU019990	2	15	2	2	5	6	0	9	0	0
Gm10857	0	0	0	0	0	2	0	0	2	0
Gm10768	1668	1149	1330	777	1379	396	132	232	0	2
Platr8	9	2	2	6	12	5	2	5	4	0
2810433D01Rik	12	9	22	18	2	6	5	29	0	0
Gm10823	0	0	0	0	0	0	0	0	0	0
Gm10789	16	3	0	2	8	0	3	5	11	3
Fmr1os	16	12	10	0	8	12	2	8	2	8
Gm6938	0	0	0	0	0	0	0	0	0	0
U90926	0	0	0	6	2	0	0	2	0	0
Gm10046	3	11	0	2	1	0	0	0	2	1
Gm17830	0	0	2	0	0	0	0	0	0	0
Mir124-2hg	0	0	0	0	0	0	0	0	0	0
Gm10466	0	0	0	0	0	0	0	0	0	0
4931406H21Rik	61	43	34	30	26	59	4	36	25	11
Tnk2os	37	33	52	21	44	21	4	10	14	12
Gm13629	0	0	0	0	0	0	0	0	0	0
Mhrt	40	15	65	12	20	8	1	8	0	0
AI504432	278	133	200	122	223	158	10	413	71	100
Gm7271	0	0	0	0	0	0	0	0	0	0
C030023E24Rik	0	0	0	0	0	0	0	0	0	0
E530011L22Rik	179	74	97	85	127	96	25	82	57	90
Gm9962	0	0	0	0	4	0	0	0	0	0
Gm14164	2	0	0	1	1	0	0	0	0	0
Gm3893	0	0	0	0	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0	0	0	0	0
Gm11110	178	136	141	71	149	245	32	202	117	144
Gm9961	0	8	0	4	4	0	2	1	0	0
Hectd2os	26	43	31	19	27	2	0	6	3	0
Gm10510	0	0	0	0	0	0	0	0	0	0
Gm6194	4	4	4	4	0	12	0	8	4	4
Gm6793	0	0	0	0	0	0	0	0	0	0
2310015A10Rik	1318	885	979	575	1118	1190	153	522	512	566
Cyp2d37-ps	151	75	100	77	128	51	8	100	2	23
2410017I17Rik	0	2	0	0	0	0	0	0	0	0
Tmem181b-ps	1086	708	838	513	900	742	109	949	527	265
1600029O15Rik	10	2	12	0	12	4	0	7	2	0
Gm11517	57	41	36	24	47	48	13	38	38	22
Gm11529	0	0	0	0	0	0	0	0	0	0
Gm16523	20	4	7	3	10	9	0	6	9	4
Gm7444	2	6	12	2	0	4	0	0	0	0
B230206H07Rik	209	134	171	65	185	46	16	37	26	12
Wincr1	838	371	344	215	513	2053	203	4712	2169	1427
Olfr1300-ps1	0	0	0	0	0	0	0	0	0	0
Gm10845	1	0	3	0	0	1	0	1	1	0
Gm10516	275	157	159	142	163	146	46	246	161	157
Gm10754	0	0	0	0	0	0	0	0	0	0
Gm10421	0	0	0	0	0	0	1	0	0	0
Gm12298	0	0	0	0	0	0	0	2	0	0
F630042J09Rik	8	2	18	2	32	2	0	4	0	2
Gm10389	52	22	31	23	33	32	7	56	27	21
Gm10636	19	0	0	16	0	6	0	4	0	0
Gm16287	42	18	8	12	27	10	0	22	23	12
Gm14812	12	0	2	9	2	2	3	4	2	0
Gm10790	4	2	0	6	0	1	0	7	2	0
Gm15348	0	0	0	0	0	0	0	0	0	0
Gm10684	0	0	0	0	6	3	0	1	0	0
D030047H15Rik	27	7	46	0	24	11	6	8	16	3
Gm11190	6	0	0	0	4	0	0	0	0	0
Gm10248	0	0	4	0	0	0	0	0	0	0
Gm12359	35	16	43	28	36	79	6	57	47	39
Gm10125	40	4	15	8	26	16	1	13	13	13
1700048O20Rik	131	35	56	37	61	9	5	12	0	0
D330041H03Rik	141	81	61	40	76	98	17	71	54	83
Gm10400	4	0	0	0	0	0	0	2	0	0
A630010A05Rik	0	2	0	0	0	0	0	0	0	0
F930017D23Rik	0	0	4	0	2	0	0	2	0	0
AY512915	0	0	0	0	0	0	0	0	0	0
Arhgap20os	3	4	6	10	6	2	0	0	0	2
Rbm3os	63	28	27	20	15	38	7	41	31	29
Gm1995	6	0	10	0	2	0	0	0	0	0
Gpx2-ps1	6	0	0	6	16	14	0	13	4	7
Gm16897	23	34	28	23	41	19	3	16	5	2
BB019430	0	0	0	0	0	0	0	0	0	0
AI507597	83	72	130	65	85	30	11	52	15	4
E130304I02Rik	9	9	6	6	13	19	0	2	1	5
9430041J12Rik	0	0	0	0	0	0	0	2	0	0
9430021M05Rik	0	0	0	0	0	0	0	0	0	0
Gm7104	2	0	0	0	4	0	0	0	0	0
1810062O18Rik	14	13	20	2	10	21	0	11	15	10
4930512B01Rik	25	7	19	6	11	8	4	22	3	8
Cyp4b1-ps2	0	0	0	0	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0	0	0	0	0
Adh6-ps1	24	14	48	20	30	4	2	6	0	0
Gm11426	0	0	0	0	0	0	0	0	0	0
Spn-ps	0	0	0	0	0	0	0	0	0	0
Gm10280	0	6	4	0	0	0	0	0	0	0
Cyp4f41-ps	15	6	15	6	4	14	1	11	19	14
AY512931	32	4	8	11	6	9	2	4	3	8
Hmgb1-rs17	12	0	2	0	0	4	0	2	8	0
Gm8096	8	0	0	0	0	0	0	2	0	2
Gm6300	0	0	0	0	0	0	0	0	0	0
4933417G07Rik	4	0	0	0	0	1	2	2	0	0
4930529C04Rik	0	0	0	0	0	0	0	0	0	2
Pou5f1-rs4	0	0	0	0	0	0	0	0	0	0
Gm13498	52	10	13	9	12	14	2	6	26	18
5730416F02Rik	4	2	0	0	6	4	0	7	2	0
Gm7134	0	0	0	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0	0	0	0
5033404E19Rik	0	0	0	0	0	0	0	0	0	0
Gm5779	6	0	2	0	6	7	0	4	0	1
Gm5176	12	0	13	0	2	13	11	19	18	12
Gm4971	0	0	0	6	0	0	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	2	0	0	2	0	0	2	0	2	0
A930017M01Rik	2	0	0	0	0	2	2	0	0	0
Gm12633	0	2	0	0	0	0	0	0	0	0
Gm12669	0	0	0	0	0	0	0	0	0	0
Gm13238	0	0	0	0	5	4	0	2	1	8
1700001J11Rik	2	0	0	0	0	0	0	0	0	0
Cyp2c53-ps	0	0	0	0	0	0	0	0	0	0
Pldi	28	9	12	10	11	8	4	25	20	2
Gm12830	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0
Gm6623	8	4	4	2	6	1	1	1	1	1
Olfr947-ps1	0	0	0	0	0	0	0	0	0	0
Olfr856-ps1	6	10	5	0	14	1	0	6	7	13
Gm6607	4	16	6	2	6	16	2	6	0	0
5031434O11Rik	329	182	242	108	198	183	37	191	204	122
D5Ertd605e	11	6	24	28	12	46	42	18	10	11
AA619741	0	0	0	0	0	0	0	0	0	0
BC021767	1294	622	793	484	745	311	75	268	420	137
Gm5177	9	4	4	2	2	2	0	5	4	2
4632428C04Rik	131	76	94	51	45	64	12	85	60	66
A630075F10Rik	0	0	0	2	0	0	0	0	2	2
Gm8709	0	0	0	0	0	0	0	0	2	0
9130019P16Rik	59	37	51	12	27	23	4	28	27	11
1700049E15Rik	32	52	29	20	34	31	11	27	34	52
Gm4349	7	5	18	7	0	2	0	2	2	0
Olfr29-ps1	0	0	0	0	0	0	0	0	0	0
Rps19-ps3	50	30	63	40	53	75	5	65	55	42
E330012B07Rik	0	0	0	0	0	0	0	0	0	0
Crnde	433	172	203	135	302	874	115	171	136	563
Gm3230	106	32	80	38	74	37	13	14	10	9
Gm6642	0	0	0	0	0	0	0	0	0	0
Fut4-ps1	2	0	0	0	0	0	0	0	0	0
Mageb16-ps1	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps129	0	0	0	0	0	0	0	0	0	0
Kif4-ps	0	0	0	0	0	0	0	0	0	0
Trim30e-ps1	0	0	0	0	0	0	0	0	0	0
Gm7550	0	0	0	0	0	0	0	0	0	0
Gm4541	0	0	0	0	0	0	0	0	0	0
Zscan4a	6	0	0	4	6	0	0	2	0	0
Ces2d-ps	2	10	0	3	2	2	0	5	5	6
Fbxl12os	213	95	64	69	110	155	11	87	72	54
Ppp1r2-ps7	0	0	0	0	0	0	0	0	0	0
E330020D12Rik	26	14	7	15	23	8	1	44	11	6
AA545190	6	0	0	0	0	0	0	0	0	0
Snord116l1	0	0	0	0	0	0	0	0	0	0
Snord116l2	0	0	0	0	0	0	0	0	0	0
2810001G20Rik	488	184	212	135	251	245	75	281	208	157
4921531C22Rik	624	269	288	174	360	456	35	257	194	267
4933429O19Rik	0	0	0	0	0	0	0	0	0	0
1700041C23Rik	0	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0	2
5430416N02Rik	2614	674	796	410	845	1455	180	768	957	1117
Snora5c	36	31	17	13	28	38	8	35	14	22
Snora47	8	8	15	7	9	15	0	9	7	14
Snora36b	0	0	0	0	0	0	0	0	1	0
Snora30	20	3	4	1	3	15	1	12	10	5
Snora61	87	59	98	43	64	104	14	114	37	46
Snora19	0	0	0	0	0	0	0	0	0	0
Snora81	197	128	80	50	119	153	56	214	57	69
Snora52	98	40	74	37	41	46	5	64	10	33
Snora44	71	49	66	38	58	81	12	88	30	49
Snora34	17	9	9	4	4	14	0	6	3	6
Snora2b	29	11	29	33	27	20	2	27	4	22
Olfr1372-ps1	1490	751	869	558	1083	1239	170	409	322	736
Mir467a-1	0	0	0	0	0	0	0	0	0	0
Mir1224	0	0	0	0	0	0	0	0	0	0
Mir669a-1	0	0	0	0	0	0	0	0	0	0
Mir692-3	0	0	0	0	0	0	0	0	0	0
Mir669k	0	0	0	0	0	0	0	0	0	0
Mir669g	0	0	0	0	0	0	0	0	0	0
Mir466i	8	4	0	0	9	11	1	5	3	7
Mir1b	4	0	0	1	2	0	0	2	0	0
Mir1187	0	0	0	0	0	0	0	0	0	0
Mir669j	0	0	0	0	0	0	0	0	0	0
Mir669i	0	0	0	0	0	0	0	0	0	0
Mir669h	0	0	0	0	0	0	0	0	0	0
Mir1188	0	0	0	0	0	0	0	0	0	0
Mir467f	1	1	5	2	5	4	2	1	2	3
Mir1190	0	0	0	0	0	0	0	0	0	0
Mir1191	21	24	27	4	25	30	0	11	7	4
Mir1192	9	0	1	15	4	5	2	1	3	3
Mir1193	0	0	0	0	0	0	0	0	0	0
Mir669e	0	0	0	0	0	0	0	0	0	0
Mir1195	0	0	1	6	0	0	0	0	0	0
Mir1197	0	0	0	0	0	0	0	2	0	0
Mir1198	7	5	8	0	14	5	2	5	0	3
Mir1199	0	0	0	0	0	0	0	0	0	0
Mir1902	0	0	0	0	0	0	0	0	0	0
Mir1897	0	0	0	0	0	0	0	0	0	0
Mir1905	0	0	0	0	0	0	0	0	0	0
Mir1895	0	0	0	0	0	0	0	0	0	0
Mir1903	0	0	0	0	0	0	0	0	0	0
Mir1899	0	0	0	0	0	0	0	0	0	0
Mir1900	0	0	0	0	0	0	0	1	0	1
Mir1892	0	0	0	0	0	0	0	0	0	0
Mir1906-1	0	0	0	0	0	0	0	0	0	0
Mir1896	0	0	0	0	0	0	0	0	0	0
Mir1904	3	0	0	0	4	0	4	0	1	1
Mir1898	22	16	23	11	22	33	5	20	12	7
Mir1907	0	0	0	0	0	0	0	0	0	0
Mir1894	7	11	14	4	2	13	0	7	2	7
Mir1893	0	0	0	0	0	0	0	0	0	0
Mir1901	0	0	0	0	0	0	0	0	0	0
Mir1927	0	0	0	0	0	0	0	0	0	0
Mir1928	0	0	0	0	0	0	0	0	0	0
Mir1929	0	0	0	0	2	2	1	2	6	0
