Genes	neg1	neg2	neg3	neg4	pos_1	pos_2	pos_3	control_1	control_2
Ecd	593	511	449	539	789	572	552	478	639
Fam149b	633	588	520	613	1230	1007	482	328	453
RP23-432P18.4	2	0	1	0	5	3	5	16	47
Dnajc9	90	135	88	121	509	408	350	845	733
Mrps16	549	429	616	390	730	592	502	874	1499
Cfap70	0	0	0	0	59	39	1	12	14
RP23-432P18.2	0	0	0	0	0	0	0	2	3
Anxa7	2282	2173	1866	2075	3745	2891	2502	1679	1858
Mss51	14	18	14	10	20	53	31	1575	321
Ppp3cb	556	396	365	322	992	764	675	2893	1772
RP24-155O13.2	3	1	2	1	4	11	4	9	11
Usp54	122	113	99	134	522	363	134	101	108
RP24-155O13.4	72	61	63	48	187	180	108	106	104
Myoz1	0	0	1	1	3	208	27	22363	30569
Synpo2l	5	11	4	3	19	30	3	1129	752
Sec24c	2709	2314	1743	2049	2254	1670	2049	758	868
RP23-300H21.3	14	16	21	9	36	48	14	59	70
Mir6946	0	0	0	0	1	0	0	0	0
Fut11	131	141	135	133	385	277	212	124	217
Gm25328	0	0	4	0	2	1	0	0	0
Chchd1	488	384	444	341	760	584	429	2048	2543
Zswim8	991	1044	794	847	948	827	921	367	526
Ndst2	492	481	475	407	420	320	639	181	275
Camk2g	245	214	200	180	521	443	279	1166	935
RP23-300H21.9	0	0	0	1	3	4	0	11	4
Plau	14	13	16	11	15658	11800	506	834	537
RP23-61I7.1	0	3	1	2	3	2	2	2	2
Vcl	1282	772	589	761	2041	1475	1255	1972	1078
Ap3m1	2268	3469	2315	3392	1366	924	2331	518	555
Adk	12085	11408	12649	11075	3495	2823	10078	1100	949
Gm26372	2	0	1	3	0	0	0	0	0
RP24-108L20.1	0	0	0	0	2	1	0	0	0
Gm25864	1	0	5	0	0	0	0	0	0
Kat6b	319	230	222	213	451	316	232	141	119
Dupd1	0	0	0	0	0	9	0	1157	662
Dusp13	3	3	2	0	2	16	0	1240	1095
RP24-92D11.2	0	0	0	0	0	1	0	4	1
Samd8	675	614	440	562	1588	1266	626	1100	598
Gm23502	0	0	0	0	1	0	0	0	0
Vdac2	1478	1239	1524	1310	5489	4311	2382	5495	4743
Comtd1	66	86	70	70	167	133	103	156	282
RP24-273G1.3	2	0	3	0	9	8	6	6	7
RP24-273G1.4	0	0	0	0	0	0	0	0	0
RP24-428B12.4	0	0	0	0	0	0	0	0	0
Zfp503	26	17	6	30	1090	998	29	281	311
RP24-428B12.3	0	0	1	1	56	38	1	5	9
Lrmda	9	4	1	4	62	57	51	73	105
Gm27532	0	0	0	0	0	0	0	0	0
RP24-428B12.5	1	0	0	0	0	0	0	0	0
RP23-479H9.1	0	0	0	0	0	0	0	0	0
RP23-479H9.2	0	0	0	0	0	0	0	0	0
RP23-77K23.1	0	0	0	0	0	1	0	0	0
RP23-77K23.4	0	0	0	0	0	0	1	0	1
RP23-444B8.2	0	0	0	0	0	0	0	2	0
Kcnma1	1	1	2	2	51	41	1	210	174
RP24-486D21.3	0	0	0	0	0	0	0	0	0
RP24-182L23.1	0	0	0	0	0	0	0	0	0
RP24-212L9.1	0	0	0	0	0	0	0	0	0
RP24-212N20.3	0	0	0	0	0	0	0	2	1
RP24-212N20.4	0	0	0	0	0	0	0	4	3
RP24-289M23.1	336	265	263	297	501	366	460	334	366
Mir7210	0	0	0	0	0	0	0	0	0
Dlg5	84	99	90	77	456	340	74	83	88
RP23-188H10.3	0	0	0	0	0	0	0	0	0
RP23-188H10.2	0	0	0	0	0	0	0	0	0
RP23-188H10.4	0	0	0	0	0	0	0	0	0
RP23-266O23.1	0	0	0	0	0	0	0	0	0
RP23-266O23.2	0	0	0	0	0	0	0	0	0
RP23-266O23.3	0	0	0	0	0	0	0	0	0
RP23-398O19.1	0	0	0	0	0	0	0	0	0
RP23-266O23.4	5	14	11	7	28	9	4	6	8
Polr3a	446	398	388	438	516	424	364	148	191
Rps24	5781	5875	5675	4882	12641	8947	10213	19125	36370
RP24-498C9.1	0	0	0	0	0	0	0	0	0
RP24-498C9.3	0	0	0	0	0	0	0	0	0
RP24-141G14.2	0	0	0	0	0	0	1	0	0
RP24-141G14.1	0	0	0	0	0	0	0	0	0
RP24-163I13.1	0	0	0	0	0	0	0	0	0
RP24-163I13.2	0	0	0	0	0	0	0	0	0
RP24-163I13.3	0	0	0	0	0	0	0	0	0
RP24-163I13.4	0	0	0	0	9	9	0	0	0
RP24-163I13.6	0	0	0	0	0	0	1	0	0
RP24-163I13.5	0	0	0	0	0	0	0	0	0
Zmiz1os1	3	2	1	1	5	3	1	2	3
RP24-573N21.3	11	12	24	11	12	13	10	16	15
RP24-573N21.2	0	0	0	1	1	2	0	0	0
Zmiz1	1045	641	558	483	1814	1593	740	498	562
RP24-573N21.4	5	6	15	2	18	13	11	18	24
RP24-573N21.5	0	0	0	0	0	0	0	0	0
Mir3075	0	0	0	0	0	0	0	0	0
Gm26772	0	0	0	0	0	2	0	0	1
Ppif	525	538	791	371	686	594	500	511	402
RP24-408G4.5	1	0	0	0	0	0	0	0	0
RP24-408G4.3	0	0	0	0	0	0	1	3	0
Zcchc24	2405	1626	1693	1433	224	236	1189	1145	1058
RP24-530J21.1	0	0	1	0	0	0	0	0	0
Gm23701	0	0	0	0	0	0	0	0	0
Anxa11	629	488	548	356	1126	738	545	1255	1094
Anxa11os	0	1	0	0	0	1	0	0	0
Plac9a	94	88	65	63	236	246	166	570	1520
Tmem254a	3810	3372	3650	2530	3600	3063	2822	354	473
Cphx1	47	65	58	40	18	19	45	1	0
Eef1g-ps1	0	0	2	0	1	0	0	0	0
Duxbl1	1	4	0	1	5	1	1	3	12
Anxa11-ps1	207	165	207	137	424	269	220	419	340
Plac9c	90	85	64	61	231	241	158	564	1479
Tmem254c	3558	3020	3269	2345	3314	2783	2647	327	437
Eef1g-ps2	0	0	2	0	1	0	0	0	0
Cphx2	46	64	55	41	18	18	42	1	0
Cphx3	46	64	54	37	18	19	42	1	0
Duxbl2	1	4	0	1	5	1	1	3	12
Anxa11-ps2	165	125	167	111	334	209	176	306	236
Plac9b	91	84	64	61	226	231	165	553	1482
Tmem254b	3770	3316	3586	2507	3546	3010	2796	349	466
Eef1g-ps3	0	0	2	0	1	0	0	0	0
Duxbl3	1	4	0	1	5	1	1	3	12
RP23-71A1.5	0	0	0	0	0	0	0	0	0
RP23-71A1.6	0	0	1	1	1	4	0	0	0
Slmapos1	0	1	0	0	1	0	0	0	0
Crb1-ps	0	0	0	0	0	0	0	0	0
Slmapos2	0	0	0	0	0	0	0	0	0
Slmap	1130	1028	734	869	2038	1590	1177	921	684
Gm24031	0	0	0	0	0	0	0	0	0
RP24-200H19.4	0	0	0	0	2	1	0	0	1
Klf17-ps	0	0	0	0	0	0	0	0	0
RP24-200H19.1	16	17	23	11	31	24	31	46	53
Dennd6a	428	412	287	460	1067	770	761	328	319
Arf4os	1	1	1	0	3	5	1	0	3
Arf4	2405	2172	1627	1948	3660	2641	3536	1408	1539
Pde12	253	304	164	327	474	380	304	187	181
Mir7672	0	0	0	0	0	0	0	0	0
RP24-195I15.7	1	0	1	1	2	2	0	1	1
Dnah12	4	1	3	0	52	52	7	11	2
Asb14	0	0	0	0	2	14	0	1099	1054
Appl1	274	185	219	153	919	707	554	606	536
RP23-52H14.4	0	0	0	0	0	0	0	0	0
Hesx1	0	0	0	0	13	7	1	2	4
Il17rd	11	5	3	12	185	185	23	49	70
Arhgef3	596	371	315	384	1392	1082	1046	437	801
RP23-13K8.3	150	96	121	101	214	181	171	527	528
RP23-13K8.1	0	0	1	0	3	3	1	1	2
Gm23633	0	0	0	0	0	0	0	0	0
Fam208a	603	705	658	624	1784	1308	963	526	392
Ccdc66	81	89	132	69	445	353	178	122	152
Gm22485	0	0	1	0	2	1	0	0	0
Gm25697	0	0	0	0	0	0	0	0	0
RP23-412N8.3	0	0	1	0	1	1	1	0	2
Erc2	206	128	144	117	514	384	144	13	10
RP24-377H17.1	2	4	0	0	0	0	0	0	0
RP23-187B20.1	0	0	0	0	276	218	0	4	0
RP24-325P17.3	1	0	0	0	1	1	1	0	0
Wnt5a	25	13	15	6	318	155	51	63	93
RP24-345B5.3	0	0	0	0	2	0	1	0	1
RP23-338A21.1	23	28	46	14	8	0	43	0	0
RP23-423F3.1	2	0	3	0	1	2	0	1	0
RP23-406K12.2	0	0	0	0	0	0	0	0	0
Cacna2d3	0	0	0	0	4	2	0	13	39
Gm23999	0	0	0	0	0	0	0	0	0
Lrtm1	248	36	49	26	2	18	308	174	249
RP23-62M14.3	0	0	0	0	0	0	0	0	0
RP23-402C9.1	27	36	50	31	83	49	64	31	55
RP23-402C9.2	0	0	0	0	0	0	0	1	0
RP23-402C9.3	0	0	0	0	0	0	0	0	0
RP23-404M10.4	0	0	0	0	0	0	0	0	0
RP24-304G19.3	0	0	0	0	0	0	0	0	0
RP24-304G19.2	0	0	0	0	0	0	0	0	0
RP23-372B6.1	0	0	0	0	105	61	0	3	0
RP23-372B6.2	0	1	0	1	0	1	0	1	0
RP23-25A7.4	0	0	4	5	6	8	9	4	1
Selk	1397	1606	1323	1359	1730	1428	1643	1943	1904
Actr8	564	529	446	540	867	709	475	617	596
Mir6947	0	0	0	0	0	0	0	0	0
Il17rb	231	150	171	149	214	199	305	24	25
Chdh	4724	3288	2620	3157	6689	4933	2494	224	269
RP23-25A7.6	0	0	0	0	0	0	0	0	0
Cacna1d	45	24	32	16	149	128	36	29	46
RP24-289P23.1	0	0	0	0	0	0	0	0	0
RP24-492C11.1	0	0	0	0	0	0	0	0	0
RP24-492C11.3	0	0	0	0	0	0	0	0	0
RP24-492C11.4	1	1	0	0	0	0	1	0	1
RP24-492C11.2	0	0	0	0	0	0	0	0	0
Dcp1a	177	180	181	182	408	347	285	176	227
Tkt	2167	1800	1919	1558	3167	3462	2762	4157	8760
Mir3076	0	0	0	0	1	0	0	1	1
Prkcd	216	209	182	215	1828	1523	1690	1177	1011
RP23-283B12.3	0	0	0	0	7	8	0	5	1
Rft1	335	274	300	258	469	322	299	131	177
Sfmbt1	717	580	453	588	631	464	541	307	284
RP24-192B24.3	0	0	0	0	0	0	0	0	0
RP24-192B24.4	1	0	0	1	1	0	1	0	0
Tmem110	224	137	171	120	212	174	226	205	443
Mustn1	102	96	88	67	91	81	257	1585	1627
Itih4	55835	39247	23666	37309	14	17	44488	8	117
Itih3	28549	25427	16126	25424	85	56	35564	7	15
Itih1	16454	13369	10098	13763	126	86	14000	1	0
Nek4	267	245	183	252	703	509	320	129	169
Spcs1	1171	1000	1009	895	2162	1570	1331	2071	2237
Glt8d1	218	213	210	185	626	522	336	326	438
Gnl3	750	1086	706	959	723	562	917	652	682
Snord69	0	0	0	0	0	0	0	0	0
Gm24916	0	0	0	0	0	0	0	0	0
Snord19	0	0	0	0	0	0	0	0	0
Pbrm1	810	509	502	487	1400	1040	880	752	539
RP24-375I15.5	0	0	0	0	0	0	0	0	0
RP24-375I15.2	20	9	16	11	26	12	16	37	19
Smim4	166	213	214	152	519	434	113	207	259
Nt5dc2	117	110	110	126	291	248	88	79	119
Stab1	730	728	618	835	511	506	1182	503	1634
Nisch	2787	2751	3215	2268	4319	3367	2217	1476	1829
Tnnc1	5	9	15	15	34	54	1	4283	278
Sema3g	3	4	6	4	507	479	2	226	244
Phf7	167	166	171	180	405	261	155	170	250
Bap1	665	711	606	681	1242	947	637	604	576
Dnah1	1	0	1	2	13	8	55	5	14
RP23-114J12.10	0	0	0	0	0	0	0	0	1
RP23-114J12.9	0	0	0	0	0	0	0	0	0
RP23-114J12.8	0	0	0	0	0	0	0	0	0
Capn7	902	744	616	761	1383	1182	877	1065	728
Sh3bp5	1005	602	572	654	1520	1242	1598	512	522
RP23-319O9.2	0	0	0	0	1	0	0	0	1
Mettl6	230	248	304	261	451	377	388	369	383
Eaf1	753	858	583	720	947	670	745	565	317
RP23-319O9.6	0	0	1	0	0	0	0	0	0
Colq	1	0	0	0	18	8	17	95	336
Gm24057	0	0	0	0	0	0	0	0	0
RP23-16M15.4	0	0	0	0	0	0	0	0	0
Hacl1	734	644	477	588	99	93	292	25	39
Btd	1227	1511	1096	1513	1718	1442	1071	155	377
Ankrd28	829	528	563	550	1240	941	581	1379	559
RP24-123H11.2	0	4	1	0	1	1	0	1	0
RP24-123H11.4	0	0	0	0	0	0	0	0	0
Gm22876	0	0	0	0	0	0	0	0	0
RP23-476N23.1	17	10	21	9	50	31	47	2	1
RP23-45E1.4	0	0	0	0	0	0	0	0	7
Gm26045	0	0	0	0	0	0	0	0	0
Galnt15	45	45	34	51	165	154	126	320	546
RP23-45E1.5	0	0	0	0	0	0	0	0	0
Dph3	342	326	270	305	750	604	412	914	1195
Oxnad1	529	396	417	474	1177	790	504	371	441
Msmb	0	0	0	0	0	0	0	0	0
RP23-469G7.9	0	0	0	0	0	0	0	0	0
Ncoa4	3801	4264	2765	4482	4956	3567	4992	1934	1605
Timm23	1822	1764	1837	1716	2753	2117	1815	4148	4295
Gm23946	0	0	0	0	0	1	2	0	0
Parg	358	354	203	363	665	529	486	360	335
RP23-469G7.8	2	2	1	0	0	1	0	2	0
RP23-469G7.4	1	0	0	0	1	0	0	1	2
RP24-84D8.2	0	0	0	0	0	0	0	0	0
RP24-84D8.5	6	10	2	6	19	6	4	2	3
RP24-84D8.6	0	0	0	0	0	0	0	0	0
Ogdhl	4	1	3	0	106	75	1	29	31
RP24-84D8.8	0	0	0	0	0	0	0	0	0
Chat	0	0	0	0	0	1	3	2	1
Slc18a3	0	0	0	0	0	0	0	0	3
RP24-84D8.10	0	0	0	0	0	0	0	0	0
Ercc6	348	453	371	391	544	425	372	204	145
RP23-56C21.3	0	0	0	0	0	0	0	0	0
Prrxl1	0	0	0	0	0	0	0	0	0
RP23-56C21.4	0	0	0	0	0	19	0	653	424
RP23-56C21.2	0	0	0	0	0	0	0	45	48
RP24-456G16.4	14	10	10	9	58	54	295	118	99
Fam170b	1	1	0	0	1	0	2	0	0
Vstm4	32	13	8	22	195	147	62	58	65
RP24-456G16.3	1	1	0	0	0	0	0	1	1
Wdfy4	50	23	33	29	247	161	776	384	567
Lrrc18	14	6	10	3	12	8	14	2	8
RP24-164C12.1	0	0	0	0	0	0	1	0	0
Gm25498	0	0	0	0	0	0	0	0	0
RP24-164C12.3	0	0	0	0	0	0	1	2	1
Arhgap22	4	2	1	4	189	141	212	38	101
RP24-164C12.2	1	0	0	0	0	0	0	0	0
RP23-156O5.3	0	0	0	0	1	2	0	0	0
Mapk8	462	413	361	370	737	567	516	537	483
RP23-156O5.5	77	81	52	85	94	68	137	39	33
RP23-156O5.4	0	0	0	0	0	0	0	0	0
Frmpd2	0	0	0	0	4	1	0	2	15
Ptpn20	0	0	0	0	0	0	3	0	1
Gm26228	0	0	0	0	0	0	0	0	0
RP23-52L6.2	0	0	0	0	0	0	0	0	0
RP23-52L6.1	0	0	0	0	0	0	0	0	0
Gdf10	50	66	63	70	167	136	319	99	313
Gdf2	276	230	157	302	0	0	721	0	1
Rbp3	0	0	0	0	0	0	2	0	0
Zfp488	2	0	0	0	0	1	0	0	0
RP23-10H9.3	0	0	0	0	0	0	0	0	0
RP23-10H9.5	0	0	0	0	1	1	0	6	11
RP23-10H9.2	0	0	0	0	0	0	0	0	0
Antxrl	0	0	0	0	0	0	0	0	0
RP23-10H9.7	0	0	0	0	0	0	0	0	0
Anxa8	14	10	8	8	73	35	20	140	123
Gm24998	0	0	0	0	0	0	0	0	0
RP24-390D14.2	0	0	0	0	0	0	0	0	0
RP24-390D14.3	2	0	0	0	1	0	1	0	2
Npy4r	0	0	0	0	5	0	0	1	0
Rpl23a-ps3	2163	2171	2096	2079	4631	3339	3520	6275	8917
RP24-390D14.6	0	0	0	0	0	0	0	0	0
Gprin2	2	0	1	0	11	13	0	2	4
RP24-390D14.8	0	0	0	0	0	0	0	1	0
Syt15	3	2	3	0	16	12	5	24	38
RP24-390D14.9	55	95	54	63	19	22	35	26	21
Fam35a	634	1209	454	1235	204	158	463	126	104
RP24-390D14.11	0	0	0	0	0	0	0	0	0
RP24-390D14.12	0	0	0	0	0	0	0	0	0
RP24-383F22.7	0	0	0	0	0	0	0	0	0
Glud1	20354	16214	13701	13407	6283	5403	13130	1955	2316
RP24-383F22.5	251	212	238	127	105	68	164	128	198
Fam25c	426	618	419	496	34	22	839	214	107
Sncg	8	2	6	4	261	278	4	718	3927
Mmrn2	146	94	87	129	372	386	254	208	365
Bmpr1a	704	716	417	784	2083	1284	659	936	703
RP23-251L22.1	2	0	0	1	0	0	0	0	1
RP23-251L22.2	0	0	0	0	4	0	0	0	1
RP23-251L22.3	0	0	0	0	0	0	0	0	0
Ldb3	0	0	4	0	31	220	4	16681	16213
Opn4	0	0	0	0	0	0	0	1	0
RP24-107C11.2	0	0	0	0	0	0	0	0	0
RP24-260F19.2	14	4	9	5	11	2	7	31	33
RP24-260F19.3	1	0	0	0	1	3	1	5	0
RP24-260F19.4	30	35	39	19	35	23	25	51	24
Wapl	1772	1519	944	1524	1950	1358	1487	1374	790
RP23-478G5.1	49	42	102	52	21	21	52	3	1
RP23-478G5.2	1	1	4	1	2	4	4	5	5
Grid1	17	10	12	4	22	11	12	5	3
Mir346	0	0	0	0	0	0	0	0	0
RP23-143M7.1	0	0	0	0	0	0	0	0	0
RP23-120M21.2	0	0	0	0	0	0	0	1	0
Gm27617	0	0	0	0	0	0	0	0	0
RP23-282I1.1	0	0	0	0	0	0	0	0	0
RP23-282I1.2	0	0	0	0	0	0	0	0	0
RP24-117F20.3	0	0	0	0	0	0	0	0	0
RP24-117F20.4	0	0	0	0	0	0	0	0	0
RP24-117F20.5	0	0	0	0	0	0	0	0	0
RP24-117F20.2	0	0	0	0	0	0	0	0	0
RP24-117F20.1	0	0	0	0	0	0	0	0	0
RP24-326A24.1	0	0	0	0	0	0	0	0	0
Gm24394	0	0	0	0	0	0	0	0	0
RP23-58I16.1	0	0	0	0	0	0	0	0	0
Gm25204	0	0	0	0	0	0	0	0	0
n-R5s46	0	0	0	0	0	0	0	0	0
Ccser2	876	891	641	923	5584	3889	970	1420	975
RP23-367E3.2	7	2	6	3	7	5	11	4	17
Rgr	1	0	0	0	0	0	0	0	13
Lrit1	447	241	488	207	0	3	157	0	1
RP23-367E3.4	210	119	243	98	1	0	59	0	0
Cdhr1	0	0	0	0	7	0	3	1	7
RP23-127E21.1	0	0	0	2	8	6	2	6	87
Ghitm	6705	6427	4921	6340	14460	10494	6084	7479	7190
RP23-127E21.3	0	0	0	0	0	0	0	0	0
Gm22469	0	0	0	0	0	0	0	0	0
Gm23909	0	0	0	0	0	0	0	0	0
RP24-244M4.1	0	0	0	0	0	0	0	0	0
RP23-424G4.2	0	0	0	0	0	0	0	0	0
RP23-125I9.1	0	0	0	0	0	2	0	0	0
RP23-73L5.1	0	0	0	0	0	0	0	0	0
RP23-260C12.2	0	0	1	1	0	0	0	0	0
RP23-260C12.1	0	0	0	0	0	0	0	0	0
RP24-199A21.2	0	0	0	0	0	0	0	0	0
Nrg3	0	0	0	0	0	0	1	0	0
RP23-352G2.1	0	0	0	0	0	0	0	0	0
Nrg3os	0	0	0	0	0	0	0	0	0
Gm27332	0	0	0	0	0	0	0	0	0
RP23-263O11.1	0	0	0	0	0	0	0	0	0
RP24-119I4.1	0	0	0	0	0	0	0	0	0
RP24-119I4.2	0	0	0	0	0	0	0	0	0
RP23-137A20.1	41	39	48	33	35	25	34	76	74
Gm25012	0	0	0	0	0	0	0	0	0
Gm22191	0	0	0	0	0	0	0	0	0
RP24-326K8.1	0	0	0	0	0	0	0	0	0
Gm22726	0	0	0	0	0	0	0	0	0
RP24-326K8.2	0	0	0	0	0	0	0	0	0
Gm24388	0	0	0	0	0	0	0	0	0
RP24-326K8.3	0	1	0	1	1	0	1	0	0
RP23-347H20.1	0	0	0	0	0	0	0	0	0
RP23-454O17.2	0	0	0	0	0	0	0	0	0
Sh2d4b	0	0	3	0	25	20	7	14	10
Tspan14	554	310	294	422	1846	1453	1022	823	620
Fam213a	1247	1130	1052	1057	4566	3489	1062	1390	2156
Dydc2	0	0	0	0	0	0	0	0	1
RP23-355G2.4	7	1	3	2	84	51	4	29	36
Dydc1	0	0	0	0	0	0	0	0	0
Mat1a	45951	45552	29287	45233	1	0	35932	0	0
Sftpa1	34	40	17	23	0	0	20	4	0
RP24-357O21.6	0	0	1	1	0	0	0	0	0
Mbl1	5356	4604	4245	4451	87	58	3053	4	0
Sftpd	9	2	1	7	3	0	16	0	0
RP24-357O21.8	0	0	0	0	0	0	0	0	0
RP24-357O21.3	0	0	0	0	0	0	0	0	0
Gm22823	0	0	0	2	0	1	0	2	0
RP24-286J19.1	0	0	0	0	30	12	0	0	0
RP24-286J19.3	0	0	0	0	0	0	0	0	0
RP23-473B17.1	0	0	0	0	6	5	0	0	2
RP23-473B17.6	0	0	0	0	0	0	0	0	0
RP23-473B17.2	0	0	0	0	8	3	0	0	0
RP23-473B17.3	0	0	0	0	16	10	0	0	0
RP23-473B17.7	0	0	0	0	0	0	0	0	0
RP23-473B17.4	0	0	0	0	0	0	0	0	0
RP23-473B17.8	0	0	0	0	0	0	0	0	0
RP23-473B17.5	0	0	0	0	0	0	0	0	0
RP23-473B17.9	0	0	0	0	0	0	0	0	0
RP23-473B17.10	0	0	0	0	0	0	0	0	0
RP23-3N5.1	0	0	0	0	2	1	0	0	0
RP23-3N5.2	0	0	0	0	27	19	0	0	0
RP23-403B2.5	0	0	0	0	0	0	0	0	0
RP23-403B2.2	0	0	0	0	5	3	0	0	0
RP23-403B2.6	0	0	0	0	0	0	0	0	0
RP23-403B2.3	0	0	0	0	0	0	0	0	0
RP23-403B2.7	0	0	0	0	0	0	0	0	0
RP23-403B2.4	0	0	0	0	0	1	0	0	0
RP23-403B2.8	0	0	0	0	0	0	0	0	0
RP23-403B2.10	0	0	0	0	0	0	0	0	0
RP24-553G19.7	0	0	0	0	0	0	0	0	0
RP24-553G19.1	0	0	0	0	2	1	0	0	0
RP24-553G19.2	0	0	0	0	27	20	0	0	0
RP24-553G19.5	0	0	0	0	0	0	0	0	0
RP24-553G19.8	0	0	0	0	0	0	0	0	0
RP24-553G19.3	0	0	0	0	6	5	0	0	0
RP24-553G19.4	0	0	0	0	0	0	0	0	0
RP24-553G19.9	0	0	0	0	0	0	0	0	0
RP24-553G19.6	0	0	0	0	0	0	0	0	0
RP24-376M8.4	0	0	0	0	0	0	0	0	0
RP24-376M8.1	0	0	0	0	9	6	0	0	0
RP24-376M8.2	0	0	0	0	18	11	0	0	0
RP24-376M8.5	0	0	0	0	0	0	0	0	0
RP24-376M8.3	0	0	0	0	0	0	0	0	0
RP23-294B15.3	0	0	0	0	0	0	0	0	0
RP23-294B15.1	0	0	0	0	0	0	0	0	0
RP23-191D8.1	0	0	0	0	0	0	0	0	0
RP23-294B15.4	0	0	0	0	0	0	0	0	0
RP23-294B15.2	0	0	0	0	3	5	0	0	0
Gm25208	0	0	0	0	0	0	0	0	0
Gm25892	0	2	1	0	1	0	1	1	1
RP24-246L19.1	0	0	0	0	2	1	0	0	0
RP24-246L19.2	0	0	0	0	0	0	0	0	0
RP24-246L19.4	0	0	0	0	0	0	0	0	0
RP24-246L19.3	0	0	0	0	0	0	0	0	0
RP24-230H12.5	0	0	0	0	0	0	0	0	0
RP24-230H12.1	0	0	0	0	8	6	0	0	0
RP24-230H12.7	0	0	0	0	2	4	0	0	0
RP24-230H12.2	0	0	0	0	3	6	0	0	2
RP24-230H12.6	0	0	0	0	0	0	0	0	0
RP24-230H12.3	0	0	0	0	3	2	0	0	0
RP24-230H12.4	0	0	0	0	24	15	0	0	0
RP24-264F22.7	0	0	0	0	0	0	0	0	0
RP24-264F22.4	0	0	0	0	12	4	0	0	0
RP24-264F22.5	0	0	0	0	0	0	0	0	0
RP24-264F22.1	0	0	0	0	6	6	0	0	0
Gm25228	0	0	0	0	0	0	0	0	0
Gm23620	0	2	1	0	1	0	1	1	1
RP24-264F22.2	0	0	0	0	0	2	0	0	0
RP24-264F22.3	0	0	0	0	0	0	0	0	0
RP24-264F22.6	0	0	0	0	0	0	0	0	0
RP23-11E12.1	0	0	0	0	0	0	0	0	0
RP23-11E12.5	0	0	0	0	0	0	0	0	0
RP23-11E12.6	0	0	0	0	0	0	0	0	0
RP23-11E12.2	0	0	0	0	2	1	0	0	0
RP23-11E12.7	0	0	0	0	0	0	0	0	0
RP23-11E12.3	0	0	0	0	0	0	0	0	0
RP23-11E12.8	0	0	0	0	0	0	0	0	0
RP23-11E12.4	0	0	0	0	2	2	0	0	0
RP23-11E12.9	0	0	0	0	6	3	0	0	0
RP23-136I9.6	0	0	0	0	0	0	0	0	0
RP23-136I9.1	0	0	0	0	2	1	0	0	0
RP23-136I9.7	0	0	0	0	0	0	0	0	0
RP23-136I9.2	0	0	0	0	0	0	0	0	0
RP23-136I9.8	0	0	0	0	0	0	0	0	0
RP23-136I9.9	0	0	0	0	0	0	0	0	0
RP23-136I9.3	0	0	0	0	12	1	0	0	1
RP23-136I9.11	0	0	0	0	2	1	0	0	0
RP23-136I9.4	0	0	0	0	24	8	0	0	0
RP23-136I9.13	166	139	74	154	102	66	124	71	35
RP23-136I9.12	0	0	0	0	0	0	0	0	0
RP23-136I9.10	0	0	0	0	0	0	0	0	0
RP23-136I9.5	0	0	0	0	12	9	0	0	0
RP24-494O2.3	0	0	0	0	14	10	0	0	0
RP24-494O2.1	0	0	0	0	33	19	0	0	0
RP24-494O2.2	0	0	0	0	0	0	0	0	0
RP24-63B17.1	0	0	0	0	38	32	0	0	0
RP24-63B17.11	0	0	0	0	216	182	0	2	1
RP24-63B17.2	0	0	0	0	237	223	0	3	0
RP24-63B17.4	0	0	0	0	128	82	0	1	0
RP24-63B17.8	0	0	0	0	0	0	0	0	0
RP24-63B17.3	0	0	0	0	8	1	0	0	1
RP24-63B17.9	0	0	0	0	0	0	0	0	0
RP24-63B17.10	0	0	0	0	0	0	0	0	0
RP24-63B17.5	0	0	0	0	0	0	0	0	0
RP24-63B17.6	0	0	0	0	4	0	0	0	0
RP24-63B17.12	0	0	0	0	0	0	0	0	0
RP24-63B17.7	0	0	0	0	26	28	0	0	0
RP23-273L20.9	0	0	0	0	0	0	0	0	0
RP23-273L20.8	0	0	0	0	4	6	0	0	0
RP23-273L20.1	0	0	0	0	190	164	0	3	0
RP23-273L20.4	0	0	0	0	0	0	0	0	0
RP23-273L20.2	0	0	0	0	1	2	0	0	0
RP23-273L20.5	0	0	0	0	0	0	0	0	0
RP23-273L20.3	0	0	0	0	0	0	0	0	0
RP23-273L20.6	0	0	0	0	0	0	0	0	0
RP23-299A24.6	0	0	0	0	13	5	0	0	0
RP23-273L20.7	0	0	0	0	0	0	0	0	0
RP23-299A24.1	0	0	0	0	3	1	0	0	0
RP23-299A24.2	187	224	166	243	377	279	535	404	357
RP23-299A24.5	0	0	0	0	0	0	0	0	0
RP23-299A24.3	0	0	0	0	0	0	0	0	0
RP23-299A24.4	0	0	0	0	0	0	0	0	0
RP23-78F6.10	0	0	0	0	0	0	0	0	0
RP23-78F6.9	0	0	0	0	0	0	0	0	0
RP23-78F6.5	0	0	0	0	0	0	0	0	0
RP23-159L16.7	0	0	0	0	0	1	0	0	0
RP23-78F6.7	0	0	0	0	0	0	0	0	0
RP23-78F6.6	0	0	0	0	1	0	0	0	0
RP23-78F6.8	0	0	0	0	0	0	0	0	0
RP23-262F9.11	0	0	0	0	0	0	0	0	0
RP23-78F6.11	0	0	0	0	0	0	0	0	0
RP23-78F6.12	6	2	1	3	18	23	5	10	12
Ear1	1	0	0	0	1	1	34	8	4
Ear-ps12	0	0	0	0	1	0	4	0	0
Ang-ps2	0	0	0	0	0	0	1	0	0
Ear-ps9	0	0	0	0	0	1	8	0	2
