Geneid	Length	genome_mapping/High.2838c3.rep1.RNAseq.mm10.sorted.bam
Mir23b	74	0
Mir27b	73	0
Mir29b-1	71	0
Mir30a	71	0
Mir30b	96	0
Mir99a	65	9
Mir99b	70	7
Mir101a	83	0
Mir124a-3	68	0
Mir125a	68	19
Mir125b-2	71	0
Mir126a	73	3
Mir127	70	0
Mir128-1	70	2
Mir130a	64	0
Mir9-2	72	0
Mir132	66	4
Mir133a-1	68	17
Mir134	71	0
Mir135a-1	90	0
Mir136	62	0
Mir137	73	0
Mir138-2	71	0
Mir140	70	1
Mir141	72	0
Mir142	64	0
Mir144	66	0
Mir145a	70	14
Mir146	65	0
Mir149	66	0
Mir150	65	1
Mir151	68	0
Mir152	73	0
Mir153	69	0
Mir154	66	0
Mir155	65	0
Mir10b	68	0
Mir129-1	73	0
Mir181a-2	76	0
Mir182	75	0
Mir184	69	0
Mir185	65	1
Mir186	71	33
Mir187	61	0
Mir188	68	0
Mir24-1	68	0
Mir190a	67	0
Mir191	74	13
Mir193a	66	1
Mir194-1	67	8
Mir195a	94	0
Mir199a-1	70	7
Mir200b	70	0
Mir201	66	0
Mir202	72	0
Mir203	76	0
Mir204	68	0
Mir205	68	0
Mir206	73	0
Mir207	79	3
Mir122	66	0
Mir143	63	34
Mir30e	92	0
Mir290a	83	0
Mir291a	82	0
Mir292	82	0
Mir293	80	0
Mir294	84	0
Mir295	69	0
Mir296	79	2
Mir297-1	49	0
Mir297a-2	90	0
Mir298	82	0
Mir299a	63	0
Mir300	79	0
Mir301	86	2
Mir302a	69	0
Mir34c	77	0
Mir34b	84	0
Mirlet7d	103	10
Mir106a	65	0
Mir106b	82	2
Mir130b	82	0
Mir19b-2	84	0
Mir30c-1	89	0
Mir30c-2	84	0
Mir30d	82	0
Mir148a	99	0
Mir192	89	4
Mir196a-1	102	0
Mir196a-2	85	0
Mir200a	90	0
Mir208a	83	0
Mirlet7a-1	94	1
Mirlet7a-2	96	0
Mirlet7b	85	0
Mirlet7c-1	94	0
Mirlet7c-2	95	0
Mirlet7e	93	7
Mirlet7f-1	89	4
Mirlet7f-2	83	0
Mir15a	84	0
Mir16-1	93	1
Mir16-2	95	0
Mir18	96	6
Mir20a	107	3
Mir21a	92	0
Mir22	95	0
Mir23a	75	18
Mir24-2	107	31
Mir26a-1	90	5
Mir26b	85	12
Mir29a	88	0
Mir29c	88	0
Mir27a	87	21
Mir31	106	0
Mir92-2	91	0
Mir93	88	6
Mir96	106	0
Mir34a	102	0
Mir129-2	90	0
Mir98	108	1
Mir103-1	86	0
Mir103-2	86	0
Mir322	95	0
Mir323	86	0
Mir324	89	9
Mir325	98	0
Mir326	95	0
Mir328	97	0
Mir329	97	0
Mir330	98	4
Mir331	96	0
Mir337	97	0
Mir148b	97	0
Mir338	98	0
Mir339	96	0
Mir340	98	0
Mir341	96	0
Mir342	99	0
Mir344	95	0
Mir345	96	3
Mir346	98	0
Mir350	99	0
Mir351	99	0
Mir135b	97	0
Mir101b	97	0
Mir1a-2	72	0
Mir107	87	0
Mir10a	110	7
Mir17	84	6
Mir19a	82	0
Mir25	84	44
Mir28a	22	0
Mir32	70	0
Mir100	80	2
Mir139	68	0
Mir200c	69	0
Mir210	110	14
Mir212	91	0
Mir181a-1	87	0
Mir214	110	0
Mir216a	72	0
Mir218-1	110	0
Mir218-2	110	0
Mir219a-1	110	1
Mir223	110	0
Mir320	82	0
Mir26a-2	84	0
Mir33	69	0
Mir211	106	0
Mir221	95	7
Mir222	79	1
Mir224	82	1
Mir29b-2	81	0
Mir199a-2	110	0
Mir199b	110	0
Mir135a-2	100	0
Mir124a-1	85	0
Mir124a-2	109	0
Mir19b-1	87	0
Mir92-1	80	0
Mir9-1	89	0
Mir9-3	90	0
Mir138-1	99	0
Mir181b-1	80	0
Mir181c	89	5
Mir125b-1	77	1
Mir128-2	76	0
Mir7-1	108	13
Mir7-2	97	0
Mir7b	111	0
Mir217	108	0
Mir194-2	86	1
Mir219a-2	97	0
Mir361	70	2
Mir362	64	0
Mir363	75	0
Mir365-1	87	1
Mir375	64	0
Mir376a	68	0
Mir377	68	0
Mir378a	66	1
Mir379	66	0
Mir380	61	0
Mir381	75	0
Mir382	76	0
Mir383	70	0
Mir335	98	0
Mir133a-2	104	5
Mir133b	119	0
Mir181b-2	86	7
Mir215	111	0
Mir384	88	0
Mir196b	85	0
Mir409	79	0
Mir410	81	0
Mir376b	82	0
Mir411	82	0
Mir412	80	0
Mir370	79	0
Mir425	85	21
Mir431	91	0
Mir433	124	0
Mir434	94	0
Mir448	112	5
Mir429	83	0
Mir365-2	112	2
Mir449a	91	0
Mir450-1	91	0
Mir451a	72	0
Mir452	85	0
Mir463	75	0
Mir465	74	0
Mir466	73	0
Mir468	78	0
Mir470	75	0
Mir471	67	0
Mir532	96	0
Mir489	107	0
Mir483	73	0
Mir484	67	0
Mir485	73	1
Mir486	128	1
Mir546	121	0
Mir540	67	0
Mir543	76	0
Mir539	74	0
Mir541	90	0
Mir542	85	0
Mir547	78	0
Mir367	75	0
Mir494	85	0
Mir376c	85	0
Mir487b	82	0
Mir369	79	0
Mir20b	80	0
Mir450-2	69	0
Mir503	71	0
Mir291b	79	0
Mir302b	74	0
Mir302c	68	0
Mir302d	66	0
Mir301b	97	0
Mir675	84	0
Mir744	100	0
Mir374b	95	0
Mir216b	86	0
Mir592	96	0
Mir758	81	0
Mir551b	98	0
Mir671	98	0
Mir668	66	0
Mir665	94	0
Mir667	92	0
Mir770	94	0
Mir762	76	0
Mir802	97	0
Mir672	100	0
Mir670	100	0
Mir761	76	0
Mir764	108	0
Mir763	120	13
Mir666	99	0
Mir759	98	0
Mir496a	79	0
Mir673	91	0
Mir760	119	2
Mir674	100	5
Mir488	109	0
Mir677	78	29
Mir678	84	0
Mir497	84	0
Mir679	74	0
Mir495	63	0
Mir680-1	109	0
Mir680-2	110	1
Mir680-3	87	0
Mir681	110	0
Mir682	96	587
Mir449c	109	0
Mir683-1	109	0
Mir684-1	85	0
Mir684-2	86	0
Mir686	109	0
Mir719	110	0
Mir687	89	3
Mir688	75	2
Mir690	109	0
Mir691	78	0
Mir692-1	109	3
Mir693	89	0
Mir694	70	0
Mir146b	109	0
Mir669b	97	0
Mir669a-2	95	0
Mir669a-3	109	0
Mir467b	73	0
Mir669c	35	0
Mir297b	109	0
Mir695	109	0
Mir455	82	0
Mir491	86	0
Mir697	109	26
Mir698	109	0
Mir700	79	4
Mir701	109	0
Mir702	109	0
Mir703	109	140
Mir704	77	2
Mir705	82	0
Mir706	84	0
Mir707	73	0
Mir708	109	0
Mir709	88	0
Mir710	110	0
Mir711	82	0
Mir713	108	0
Mir500	92	0
Mir501	109	0
Mir717	109	0
Mir450b	82	0
Mir505	90	0
Mir721	88	3
Mir652	98	0
Mir490	84	0
Mir676	89	0
Mir615	92	0
Mir804	95	0
Mir741	71	0
Mir742	65	0
Mir743	62	0
Mir181d	72	3
Mir743b	77	0
Mir871	77	0
Mir879	76	0
Mir880	78	0
Mir881	78	0
Mir882	77	0
Mir883a	76	0
Mir883b	78	0
Mir190b	80	0
Mir874	76	0
Mir876	81	0
Mir105	80	0
Mir147	79	0
Mir18b	83	0
Mir193b	79	0
Mir297a-3	99	0
Mir297a-4	87	0
Mir297c	75	0
Mir327	69	0
Mir344-2	80	0
Mir421	76	10
Mir453	82	0
Mir465b-1	79	0
Mir465b-2	79	0
Mir465c-1	81	0
Mir465c-2	81	0
Mir466b-2	82	0
Mir466b-3	81	0
Mir466f-1	63	0
Mir466f-2	85	0
Mir466f-3	77	2
Mir466g	80	0
Mir466h	41	0
Mir467c	97	0
Mir467d	85	0
Mir493	83	0
Mir504	79	0
Mir509	75	0
Mir568	83	229
Mir574	78	0
Mir654	84	0
Mir92b	83	0
Mir466d	57	0
Mir449b	80	0
Mir878	78	0
Mir872	81	1
Mir873a	77	0
Mir875	78	2
Mir208b	77	7
Mir877	85	3
Mir511	79	3
Mir544	78	0
Mir598	79	0
Mir653	85	0
Mir582	80	0
Mir467e	55	0
Mir683-2	109	0
1700034H15Rik	4362	68
Gm15760	3445	223
AW011738	2745	263
Gm4532	713	207
D730005E14Rik	3607	596
Phtf1os	3781	92
BC025920	1890	259
AA387883	1679	0
Mnd1-ps	2774	6
Gm4598	1080	0
2810410L24Rik	1707	314
Gm14207	979	98
Gm6402	1356	37
4930539J05Rik	499	52
E330033B04Rik	6712	419
A930011G23Rik	3354	8
4930412C18Rik	3969	22
1110002L01Rik	3300	349
B330016D10Rik	2152	360
9930014A18Rik	5130	282
A630066F11Rik	1253	116
A630072M18Rik	5410	500
4831440E17Rik	4677	324
Gm20554	5099	72
Snord4a	70	58
Snord104	73	231
Snord55	78	120
Snord2	68	305
Cdr1os	869	0
Vmn1r-ps79	2293	0
6820431F20Rik	4659	497
Gm16386	4221	427
Mir22hg	1766	3050
3110099E03Rik	2644	10
Mir183	70	0
3930402G23Rik	3084	157
F630028O10Rik	2777	250
Gm8979	3418	2
Gm8989	2133	0
Foxd2os	2908	100
Gm3434	416	0
Gm3428	521	0
1700086L19Rik	1046	0
2410006H16Rik	461	5872
Mir423	109	0
Mir499	79	0
Mir718	88	0
Mir343	75	3
Snord17	221	30
Smok4a	2318	42
Nkx2-2os	4345	0
Gm13034	1195	33
3110021A11Rik	824	82
Snora26	121	0
Gm3020	848	0
Klk1b7-ps	448	0
Gm10409	1990	0
4933409K07Rik	4551	4
Gm833	1291	0
Mexis	2277	79
Gm6994	1163	6
Gm20605	4513	598
Snora28	121	159
Ppp1r2-ps9	904	0
Gm839	753	0
4933427E11Rik	1214	12
2700046G09Rik	1641	147
1700001G17Rik	889	34
2010016I18Rik	1558	46
Gm4792	773	0
1700111N16Rik	1132	8
B430212C06Rik	2623	99
3000002C10Rik	1278	184
1700069L16Rik	704	0
BC039771	2084	61
BC031361	4197	297
9330151L19Rik	2546	631
D330050I16Rik	1734	118
Gm13375	1385	704
E030024N20Rik	6361	45
Prr33	2245	189
9530091C08Rik	7977	12
Gm5627	931	2
Slc22a13b	1455	102
AA388235	3867	16
4930592I03Rik	987	4
BC065397	3226	279
Gm5089	2541	2
Gm12216	1152	141
Snora23	184	0
B930059L03Rik	1306	83
Gm3002	5215	0
LOC668415	2200	1
Gm2694	797	20
Krt74	1589	0
4931428L18Rik	1094	10
2810405F15Rik	1549	25
1700025C18Rik	702	0
Serpina3h	2051	993
Klra13-ps	815	0
Gm4013	416	93
9130209A04Rik	676	0
Gm5095	1523	0
Gm10536	4259	4
Gm4710	1178	0
Gm6225	1700	44
Gm10512	1170	0
Zfp133-ps	1079	77
Gm9999	567	0
Gm10494	2582	0
4930429F11Rik	1616	0
Gm11468	383	0
AU019990	2494	2
Gm10857	2796	0
Gm10768	2043	1668
Platr8	1349	9
2810433D01Rik	1334	12
Gm10823	815	0
Gm10789	4591	16
Fmr1os	2743	16
Gm6938	771	0
U90926	522	0
Gm10046	632	3
Gm17830	1829	0
Mir124-2hg	1363	0
Gm10466	2466	0
4931406H21Rik	3858	61
Tnk2os	1392	37
Gm13629	1347	0
Mhrt	828	40
AI504432	5544	278
Gm7271	817	0
C030023E24Rik	2872	0
E530011L22Rik	3304	179
Gm9962	1417	0
Gm14164	1997	2
Gm3893	3554	0
Olfr1077-ps1	579	0
Gm11110	1026	178
Gm9961	540	0
Hectd2os	2662	26
Gm10510	723	0
Gm6194	1712	4
Gm6793	1458	0
2310015A10Rik	4845	1318
Cyp2d37-ps	671	151
2410017I17Rik	1511	0
Tmem181b-ps	4710	1086
1600029O15Rik	1809	10
Gm11517	683	57
Gm11529	2063	0
Gm16523	4750	20
Gm7444	3938	2
B230206H07Rik	2935	209
Wincr1	718	838
Olfr1300-ps1	2235	0
Gm10845	3389	1
Gm10516	2612	275
Gm10754	1633	0
Gm10421	842	0
Gm12298	820	0
F630042J09Rik	3164	8
Gm10389	3468	52
Gm10636	2419	19
Gm16287	2322	42
Gm14812	1794	12
Gm10790	1696	4
Gm15348	3655	0
Gm10684	2203	0
D030047H15Rik	2536	27
Gm11190	3414	6
Gm10248	2730	0
Gm12359	1401	35
Gm10125	1509	40
1700048O20Rik	1848	131
D330041H03Rik	1484	141
Gm10400	3835	4
A630010A05Rik	1622	0
F930017D23Rik	1832	0
AY512915	3653	0
Arhgap20os	1484	3
Rbm3os	840	63
Gm1995	4341	6
Gpx2-ps1	1018	6
Gm16897	2491	23
BB019430	1320	0
AI507597	864	83
E130304I02Rik	696	9
9430041J12Rik	2312	0
9430021M05Rik	2148	0
Gm7104	4204	2
1810062O18Rik	751	14
4930512B01Rik	1421	25
Cyp4b1-ps2	564	0
4933401B06Rik	1219	0
Adh6-ps1	2789	24
Gm11426	2220	0
Spn-ps	809	0
Gm10280	2005	0
Cyp4f41-ps	1114	15
AY512931	2395	32
Hmgb1-rs17	1447	12
Gm8096	1660	8
Gm6300	2217	0
4933417G07Rik	961	4
4930529C04Rik	3531	0
Pou5f1-rs4	1040	0
Gm13498	2163	52
5730416F02Rik	812	4
Gm7134	2404	0
4930503H13Rik	635	0
5033404E19Rik	709	0
Gm5779	907	6
Gm5176	558	12
Gm4971	1072	0
1700028B04Rik	552	0
4921533I20Rik	1000	0
1700084J12Rik	731	2
A930017M01Rik	3350	2
Gm12633	1690	0
Gm12669	1011	0
Gm13238	774	0
1700001J11Rik	2468	2
Cyp2c53-ps	1443	0
Pldi	853	28
Gm12830	2308	0
1700128F08Rik	1110	0
Gm6623	2588	8
Olfr947-ps1	2177	0
Olfr856-ps1	1642	6
Gm6607	552	4
5031434O11Rik	2310	329
D5Ertd605e	1062	11
AA619741	2676	0
BC021767	2228	1294
Gm5177	3785	9
4632428C04Rik	2428	131
A630075F10Rik	2106	0
Gm8709	1206	0
9130019P16Rik	4486	59
1700049E15Rik	921	32
Gm4349	1119	7
Olfr29-ps1	963	0
Rps19-ps3	426	50
E330012B07Rik	2361	0
Crnde	1500	433
Gm3230	2092	106
Gm6642	577	0
Fut4-ps1	2495	2
Mageb16-ps1	3482	0
Vmn2r-ps129	1689	0
Kif4-ps	3665	0
Trim30e-ps1	1890	0
Gm7550	591	0
Gm4541	495	0
Zscan4a	2257	6
Ces2d-ps	1963	2
Fbxl12os	2355	213
Ppp1r2-ps7	1948	0
E330020D12Rik	2827	26
AA545190	1035	6
Snord116l1	90	0
Snord116l2	90	0
2810001G20Rik	901	488
4921531C22Rik	1905	624
4933429O19Rik	1629	0
1700041C23Rik	397	0
1700044K03Rik	378	0
1700052I22Rik	377	0
1700109G14Rik	798	0
5430416N02Rik	626	2614
Snora5c	101	36
Snora47	126	8
Snora36b	113	0
Snora30	107	20
Snora61	62	87
Snora19	56	0
Snora81	164	197
Snora52	134	98
Snora44	117	71
Snora34	118	17
Snora2b	112	29
Olfr1372-ps1	1768	1490
Mir467a-1	73	0
Mir1224	85	0
Mir669a-1	97	0
Mir692-3	109	0
Mir669k	127	0
Mir669g	123	0
Mir466i	121	8
Mir1b	122	4
Mir1187	122	0
Mir669j	121	0
Mir669i	127	0
Mir669h	125	0
Mir1188	120	0
Mir467f	120	1
Mir1190	96	0
Mir1191	120	21
Mir1192	121	9
Mir1193	121	0
Mir669e	119	0
Mir1195	98	0
Mir1197	120	0
Mir1198	121	7
Mir1199	119	0
Mir1902	80	0
Mir1897	79	0
Mir1905	82	0
Mir1895	79	0
Mir1903	80	0
Mir1899	96	0
Mir1900	78	0
Mir1892	80	0
Mir1906-1	80	0
Mir1896	81	0
Mir1904	80	3
Mir1898	83	22
Mir1907	90	0
Mir1894	81	7
Mir1893	83	0
Mir1901	78	0
Mir1927	109	0
Mir1928	67	0
Mir1929	93	0
Mir1930	84	6
Mir1931	119	0
Mir1932	90	0
Mir1933	88	9
Mir1934	83	4
Mir1936	93	2
Mir1938	100	26
Mir1941	83	0
Mir1942	63	0
Mir1943	73	8
Mir1945	78	0
Mir1306	79	0
Mir1946a	134	1
Mir1947	85	0
Mir1948	85	0
Mir1949	70	67
Mir1950	74	5
Mir669m-1	98	0
Mir669m-2	98	0
Mir1951	89	0
Mir1952	79	0
Mir1953	89	3
Mir1954	86	8
Mir1955	98	0
Mir1956	65	4
Mir1958	97	0
Mir1960	78	2
Mir1961	112	0
Mir1962	121	0
Mir1963	59	0
Mir1964	83	8
Mir1966	108	2
Mir1967	82	8
Mir1968	68	1
Mir1969	94	2
Mir1946b	133	0
Mir1970	104	4
Mir1971	106	0
Mir1983	132	0
Mir1839	73	13
Mir1981	82	1
Mir1982	74	0
Mir2136	75	0
Mir2137	66	0
Mir2139	95	0
Mir432	75	0
Mir599	88	0
Mir767	107	0
Mir664	69	0
Gm5084	3604	8
Gm14403	3712	1085
Gm4814	907	10
E230016K23Rik	2221	32
A730020M07Rik	2759	146
A730018C14Rik	1752	0
Trp53cor1	3121	38
Rps15a-ps4	697	66
1600027J07Rik	489	0
1700001K23Rik	488	1
1700028M03Rik	468	0
1700121N20Rik	1028	0
2810049E08Rik	1102	0
4930520P13Rik	505	0
6030440G07Rik	1093	0
4933421O10Rik	3850	373
1700060C20Rik	590	3
Gm3086	628	92
Arhgap33os	2648	3
Zim3	3224	0
Gm6525	556	31
Gm41	531	0
Gm8579	733	4
Gm9696	3050	0
Tdg-ps2	2898	0
Mir1247	82	15
Mir1264	86	0
Mir1249	98	15
Mir1843a	65	0
Mir3475	65	0
Mir344d-3	80	0
Mir1298	98	0
Mir3059	81	0
Mir3058	91	26
Mir3099	84	0
Mir3106	82	0
Mir344d-1	69	0
Mir344d-2	80	0
Mir2861	82	37
Mir3057	91	16
Mir1251	84	0
Mir3060	83	40
Mir3061	91	39
Mir3062	105	1
Mir3063	92	0
Mir3064	67	395
Mir3065	87	0
Mir3066	83	0
Mir3067	84	0
Mir3068	79	10
Mir3069	65	0
Mir3070a	89	0
Mir3070b	89	0
Mir3071	80	0
Mir3072	83	1
Mir3073a	85	0
Mir3074-1	85	0
Mir3075	85	2
Mir3076	60	0
Mir3077	64	0
Mir3078	87	0
Mir3079	90	2
Mir3080	79	0
Mir3081	84	0
Mir3082	64	0
Mir3083	64	0
Mir3084-1	68	0
Mir3085	89	0
Mir3086	87	0
Mir466o	59	0
Mir467a-2	83	0
Mir669a-4	60	0
Mir669a-5	60	0
Mir467a-3	83	0
Mir669a-6	60	0
Mir467a-4	83	0
Mir669a-7	60	0
Mir467a-5	83	0
Mir669p-1	62	0
Mir467a-6	83	0
Mir669a-8	60	0
Mir669a-9	60	0
Mir467a-7	82	0
Mir669p-2	62	0
Mir467a-8	82	0
Mir669a-10	60	0
Mir467a-9	82	0
Mir669a-11	60	0
Mir467a-10	83	0
Mir669a-12	60	0
Mir466n	94	0
Mir3087	56	0
Mir3088	74	0
Mir3089	84	0
Mir3090	87	0
Mir3091	76	0
Mir3092	96	13
Mir3093	87	0
Mir3094	64	1
Mir3095	87	0
Mir3097	67	1
Mir3098	87	10
Mir3100	65	5
Mir3101	88	73
Mir344e	66	0
Mir344b	63	0
Mir344c	92	0
Mir344g	71	0
Mir344f	68	0
Mir3102	104	0
Mir3103	67	0
Mir3104	63	0
Mir3105	85	0
Mir3107	90	0
Mir3074-2	83	0
Mir3108	79	0
Mir3109	88	16
Mir3110	80	2
Mir374c	49	0
Mir3112	82	0
Mir1912	87	0
Mir3470a	38	7
Mir3470b	126	5
Mir3471-1	131	0
Mir3471-2	102	0
Mir3472	71	0
Mir3473a	82	0
Mir3474	58	1
Mir1906-2	80	0
Chaserr	5143	3243
Gm7056	3093	0
Cahm	1223	293
Rdh18-ps	3648	14
Gm16861	1531	116
5330439B14Rik	1392	3
Snora33	105	42
Snord100	67	92
Snord42a	45	51
Snord42b	55	36
Gm1968	982	6
Stk-ps2	3483	26
4933407L21Rik	1148	0
2700046A07Rik	2133	10
1500009C09Rik	1723	509
Atp6v0c-ps2	1118	0
Zfa-ps	3420	6
Lppos	854	414
Lockd	607	700
1300002E11Rik	3959	823
1600010M07Rik	616	36
1600020E01Rik	681	744
2410004I01Rik	954	0
2610507I01Rik	2905	624
Gm6644	1352	0
Gm19589	2622	273
BB014433	1760	24
Gm20597	5486	4
Gm5105	1665	12
Gm15179	676	2
Gm53	617	0
E030025P04Rik	1078	2
Platr26	641	119
Gm16894	858	12
Gm15217	674	6
9330159M07Rik	2818	96
Gm19461	3112	86
Platr22	1199	50
Gm16548	1241	7
Gm16701	936	4
Gm20268	886	0
BC055402	3304	0
Gm2762	2339	0
B230216N24Rik	1178	32
2310043L19Rik	698	1
Plekhd1os	939	0
Hmga2-ps1	1510	1942
2310015D24Rik	3047	18
D030040B21Rik	2788	2
4930558J18Rik	2052	56
4921513I03Rik	1747	5
1700027A15Rik	571	0
4931429P17Rik	2012	0
4933413J09Rik	3387	41
9630028B13Rik	3406	0
9330162B11Rik	2212	0
Celrr	1580	0
2810408I11Rik	713	128
5530401A14Rik	1838	6
C730036E19Rik	2640	36
Gm17751	2188	0
Gm17745	876	14
Gm19395	658	30
Gm16998	1230	52
Gm15915	908	10
Gm18409	2506	0
Gm20110	2095	22
Gm20125	3401	0
Gm20139	6220	18
Gm15910	2973	20
4930486F22Rik	563	0
4933412E12Rik	1724	533
B230208H11Rik	1182	530
1700061I17Rik	1962	145
4930562F07Rik	887	58
Gm15663	3204	97
4930444F02Rik	4202	0
Gm6150	2980	0
E130307A14Rik	1664	268
Hk1os	1826	59
C730027H18Rik	2300	1077
1700028I16Rik	1056	0
Gm10440	2751	0
D130020L05Rik	3100	117
4930546C10Rik	2322	0
4930579G18Rik	1461	408
2310065F04Rik	2724	4
Lhx1os	624	0
C030037D09Rik	1056	183
1700110I01Rik	1702	0
5830428M24Rik	1037	10
Rplp2-ps1	825	0
Gm38402	1557	2
Snhg4	1151	1733
1700001G11Rik	769	24
Gm2447	1805	0
Gm38431	2999	0
Bc1	146	4
Gm6654	626	83
Morf4l1-ps1	5159	344
Gm11696	2765	146
Gm14327	1101	17
BB283400	1418	0
0610009L18Rik	619	135
Tmem132cos	869	0
4930474N09Rik	1176	0
1810007D17Rik	742	0
1810018F18Rik	1447	0
1700008K24Rik	947	0
1700016P04Rik	429	0
Epb41l4aos	433	2012
1810044D09Rik	486	93
2610020C07Rik	2156	228
Plut	1442	491
5730405O15Rik	887	60
Stamos	800	104
Evx1os	2916	0
0610005C13Rik	1122	1118
1600025M17Rik	547	0
4931403G20Rik	1852	42
2610206C17Rik	1717	7
1700042G15Rik	2030	0
1700061F12Rik	883	0
1700125H03Rik	760	15
4930425K10Rik	741	0
4930423M02Rik	1205	0
C430049B03Rik	2993	239
Snhg18	1483	702
Gm20857	756	0
Gm20858	729	0
Gm20871	811	0
Gm3143	960	0
AV039307	1332	79
Gm14718	756	0
Mir3960	73	71
Mir3961	59	0
Mir28c	75	0
Mir3962	64	0
Mir3963	71	0
Mir3964	74	0
Mir1843b	66	0
Mir3965	69	0
Mir378b	92	13
Mir101c	75	0
Mir3966	85	0
Mir3967	68	0
Mir3968	100	0
Mir3969	92	0
Mir28b	80	0
Mir3970	90	0
Mir3971	83	0
Mir5046	59	0
Mir5098	80	4
Mir5099	74	0
Mir5100	64	2
Mir5101	83	0
Mir5103	79	36
Mir5104	94	0
Mir5106	73	1
Mir3473c	81	0
Mir5107	88	5
Mir5108	85	0
Mir5110	87	0
Mir5112	60	1
Mir5113	82	0
Mir5114	61	0
Mir5116	63	0
Mir5118	67	0
Mir5119	57	13
Mir5120	78	0
Mir5121	74	0
Mir5122	89	0
Mir3473d	81	0
Mir5123	83	2
Mir5124a	21	0
Mir5125	79	553
Mir3572	86	0
Mir5126	77	0
Mir5127	71	0
Mir5128	84	0
Mir5129	78	0
Mir5130	84	0
Mir5131	93	0
Mir5132	71	2
Mir5133	77	0
Mir5134	78	3
Mir5135	79	4
Mir5136	76	0
1700019G24Rik	515	0
Gm14405	1699	0
2210408F21Rik	1041	494
Smkr-ps	662	33
2310001H17Rik	769	271
Kantr	4258	844
9530051G07Rik	4414	0
9330179D12Rik	1494	53
4732490B19Rik	2446	56
Plxna4os1	1909	50
E230016M11Rik	1762	173
Dlx4os	1663	188
Gm12295	3189	203
3632454L22Rik	5236	10
Lyrm7os	928	0
Gm14858	1758	0
Gm11627	677	2
A730020E08Rik	1661	0
6430706D22Rik	3638	0
2310040G24Rik	775	40
4930414N06Rik	610	17
Gm12130	2453	0
Gm19434	2572	6
Gm19757	2946	0
4931408D14Rik	3240	615
Mkln1os	964	42
Gm20362	2088	0
Gm20743	1588	0
Gm5833	1930	0
Gm2061	2761	30
6720468P15Rik	1785	4
Apol7d	1193	41
2310069G16Rik	862	16
1700025B11Rik	552	0
Mir9-3hg	3979	0
1700065I16Rik	843	0
B230217O12Rik	1954	146
A730082K24Rik	2065	0
2500004C02Rik	1898	486
Gm19424	2238	2
Ctcflos	3476	67
Platr14	1145	22
A730056A06Rik	2973	0
1700017J07Rik	472	0
E130018N17Rik	1309	6
4833419F23Rik	881	86
A230077H06Rik	2918	0
AI646519	733	0
E130215H24Rik	936	4
A930006I01Rik	2229	4
A230108P19Rik	2500	8
D330023K18Rik	512	142
D330050G23Rik	1810	40
Gm16982	2620	96
Redrum	2228	0
Gm19897	1619	45
Gm16157	1340	67
A330093E20Rik	2407	2
Gm15880	2884	36
1810019D21Rik	1646	974
Gm20556	1237	30
4930473A02Rik	1409	79
Gm19466	2306	9
D030024E09Rik	2513	4
Gm5475	2320	0
5430421F17Rik	2295	2
E030013I19Rik	2773	0
Pcsk2os1	4233	0
Znf41-ps	4566	110
BB557941	1099	6
Gm19276	870	22
Gm14204	6738	0
Gm19277	1165	2
Gm13483	1786	1
9430091E24Rik	2671	403
Gm13544	2940	0
Gm15446	1551	95
Gm16796	3172	77
Gm13944	751	0
Gm13293	1609	87
Gm13752	2616	0
Gm14023	1781	44
Gm14169	2527	0
Asb17os	495	5
A230028O05Rik	2793	63
B130034C11Rik	1406	89
Gm16793	1728	96
5730403I07Rik	2031	0
G730013B05Rik	2871	28
Rbm46os	3448	2
4930520O04Rik	1255	136
Platr4	2168	6
AI115009	1853	24
AI606473	2164	0
Gm2837	778	0
Gm10785	1709	165
A730090N16Rik	1383	43
A230001M10Rik	1864	0
1700063D05Rik	709	2
D430036J16Rik	1855	2
4930570G19Rik	4170	2
C920006O11Rik	1447	180
Gm19522	2530	71
Gm15417	1568	699
Gm6260	921	0
Gm16845	1518	178
Gm7977	748	2
Gm15441	1673	66
Gm5925	1955	0
Gm15471	633	6
5033403H07Rik	479	89
Ptma-ps2	2231	104
Tbx3os2	1352	0
1810021B22Rik	654	123
2310034G01Rik	788	62
Gm6568	910	13
Gm15401	1529	32
2610037D02Rik	3631	16
Rbakdn	636	0
Gm9899	4823	129
Gm19619	2856	68
Gm15408	1379	91
Gm15787	1395	92
Gm15708	1766	338
AU022754	2976	125
E130218I03Rik	1088	4
Kank4os	2388	0
3110045C21Rik	1135	87
1810006J02Rik	1687	0
Alms1-ps2	1170	0
Gm16023	2493	148
AV051173	624	71
Gm13003	2904	4
Gm12709	1912	3
1700017G19Rik	2439	6
C920021L13Rik	1726	85
1700047G03Rik	840	0
Gm10007	450	0
Gm20356	2475	0
4930523O13Rik	1298	0
A430035B10Rik	1936	65
Gm18852	4348	0
4933417E11Rik	1093	2
4933436E23Rik	1111	0
Gm18853	4357	0
4930529K09Rik	622	0
C230079O03Rik	1385	0
1700016L21Rik	394	0
Gm19784	1379	0
1700034P13Rik	1494	32
9230112J17Rik	2448	195
1700066B17Rik	531	0
5830418P13Rik	2178	0
1700063A18Rik	356	0
1700065J18Rik	404	2
5031425E22Rik	4542	3051
1700067G17Rik	603	0
1700112H15Rik	778	0
4930440C22Rik	1565	0
D16Ertd519e	610	0
4930448I06Rik	573	0
4930565N06Rik	2416	284
4930503O07Rik	578	0
4930533P14Rik	583	0
4930598F16Rik	761	0
