Geneid	Length	genome_mapping/Low_6556c3.rep5.RNAseq.mm10.sorted.bam
Mcpt-ps1	793	22
2210417A02Rik	550	42
1700026D11Rik	847	0
2610306M01Rik	1034	218
1700084E18Rik	434	35
Dubr	1815	736
C4bp-ps1	754	4
Tmem181c-ps	4045	83
Gm6524	1533	0
4930503E24Rik	1333	2
Gm4371	1610	0
8430429K09Rik	2583	192
AU015836	3000	0
Appbp2os	640	31
5830417I10Rik	9833	2138
1700018L02Rik	1247	21
Snord7	96	0
AA465934	382	58
AI450353	1500	137
4930404I05Rik	978	119
A930004D18Rik	3643	446
Gm17762	3329	63
Ftx	7491	786
B230319C09Rik	1689	29
4930528A17Rik	2122	39
Gm10190	1700	6
BB031773	3655	0
Marcksl1-ps4	1043	98
D630041G03Rik	3640	1
Gm7854	1432	4
D430020J02Rik	2892	570
C130080G10Rik	1906	8
A530058N18Rik	1550	0
Gm2176	1734	1
D7Ertd143e	2232	13
Gm5129	603	15
Mirt1	5292	1007
2610005L07Rik	4009	811
Thap6	3673	743
BC052688	1622	0
AF357355	71	4
AF357359	30	66
9230102K24Rik	1303	23
Vmn2r-ps60	265	0
9330020H09Rik	3428	139
F930015N05Rik	3540	0
Snora35	119	0
Snora75	116	37
Snora20	61	5
Gm12238	124	9
Snora31	112	202
Gm13315	1981	8
Snora78	157	21
Scarna10	71	7
Scarna3a	118	4
Scarna6	248	29
Gm10451	893	421
Snord11	63	0
Snord13	98	3
Snord19	54	57
Snord38a	59	3
Snord45c	61	0
Snord49b	63	109
Snord52	59	149
Snord57	63	26
Snord64	46	0
Snord66	58	2
Snord69	59	67
Snord71	64	13
Snord88a	72	10
Snord88c	84	9
Snord90	68	0
Snord93	45	4
Snord99	56	67
Scarna2	61	17
Snord23	99	4
Snord12	66	214
Snord65	57	53
Snord8	99	13
Snord47	65	289
Scarna3b	124	1
Scarna8	118	11
Snora7a	129	125
Snord110	59	2
Snord16a	91	75
Snord37	53	25
Snord49a	62	62
Snord53	68	24
Snord58b	54	0
Snord67	98	3
Snord70	53	11
Snord89	94	40
Snord92	83	1
Snord98	28	16
Snora41	113	62
Snord111	64	1
Scarna17	62	34
Snord45b	45	45
Snord91a	60	0
Snord96a	77	286
Snord95	68	18
Snord85	65	5
Snord118	137	0
Snord1b	77	26
Scarna9	42	2
Snord1c	78	9
Snord1a	76	0
Snora17	132	73
Snora43	139	33
Snora24	130	0
Snhg8	785	2949
Snord123	88	10
Scarna13	275	11
D030025P21Rik	3954	132
Gm10584	2628	10
Gm10649	1985	8
Gm10825	4548	2
Gm11978	1306	2
Morrbid	4490	2268
Gm10069	4598	49
5330413P13Rik	3631	1
Mir17hg	2339	578
Otx2os1	743	0
Snora16a	136	109
Gsdmcl-ps	1930	2
Stmn1-rs1	979	9
1500015A07Rik	1864	499
1700003G18Rik	620	0
1700028J19Rik	1187	18
4933406I18Rik	1650	2
1700018A04Rik	714	80
2010320M18Rik	745	459
2810454H06Rik	2825	61
4933407K13Rik	3376	361
4930579K19Rik	1152	27
4930584F24Rik	1188	0
6230400D17Rik	1088	74
E130317F20Rik	3595	156
C530005A16Rik	2436	57
Stk35os1	3091	201
Mccc1os	4451	3
G530011O06Rik	4794	130
A530088E08Rik	1795	1
6530402F18Rik	4292	343
9430083A17Rik	2990	136
5033406O09Rik	1729	530
Gm11149	1275	4
Snhg12	606	1381
D4Ertd617e	805	8
Gm10863	680	2
Rps15a-ps6	824	135
Flicr	3456	25
B430319G15Rik	4069	62
4930581F22Rik	2402	448
Mirlet7g	88	0
Mirlet7i	85	0
Mir1a-1	77	0
Mir15b	64	0
Mir23b	74	0
Mir27b	73	0
Mir29b-1	71	2
Mir30a	71	0
Mir30b	96	0
Mir99a	65	0
Mir99b	70	2
Mir101a	83	0
Mir124a-3	68	0
Mir125a	68	5
Mir125b-2	71	0
Mir126a	73	0
Mir127	70	0
Mir128-1	70	0
Mir130a	64	0
Mir9-2	72	0
Mir132	66	4
Mir133a-1	68	8
Mir134	71	0
Mir135a-1	90	0
Mir136	62	0
Mir137	73	0
Mir138-2	71	0
Mir140	70	2
Mir141	72	0
Mir142	64	0
Mir144	66	1
Mir145a	70	5
Mir146	65	0
Mir149	66	0
Mir150	65	1
Mir151	68	1
Mir152	73	0
Mir153	69	0
Mir154	66	0
Mir155	65	0
Mir10b	68	0
Mir129-1	73	0
Mir181a-2	76	1
Mir182	75	0
Mir184	69	0
Mir185	65	0
Mir186	71	20
Mir187	61	0
Mir188	68	0
Mir24-1	68	0
Mir190a	67	0
Mir191	74	0
Mir193a	66	0
Mir194-1	67	6
Mir195a	94	0
Mir199a-1	70	2
Mir200b	70	0
Mir201	66	0
Mir202	72	0
Mir203	76	0
Mir204	68	0
Mir205	68	0
Mir206	73	0
Mir207	79	3
Mir122	66	0
Mir143	63	2
Mir30e	92	0
Mir290a	83	0
Mir291a	82	0
Mir292	82	0
Mir293	80	0
Mir294	84	0
Mir295	69	0
Mir296	79	0
Mir297-1	49	0
Mir297a-2	90	0
Mir298	82	0
Mir299a	63	0
Mir300	79	0
Mir301	86	2
Mir302a	69	0
Mir34c	77	0
Mir34b	84	1
Mirlet7d	103	9
Mir106a	65	0
Mir106b	82	0
Mir130b	82	0
Mir19b-2	84	0
Mir30c-1	89	0
Mir30c-2	84	0
Mir30d	82	0
Mir148a	99	0
Mir192	89	1
Mir196a-1	102	1
Mir196a-2	85	0
Mir200a	90	0
Mir208a	83	0
Mirlet7a-1	94	1
Mirlet7a-2	96	0
Mirlet7b	85	0
Mirlet7c-1	94	0
Mirlet7c-2	95	0
Mirlet7e	93	6
Mirlet7f-1	89	1
Mirlet7f-2	83	0
Mir15a	84	0
Mir16-1	93	23
Mir16-2	95	2
Mir18	96	2
Mir20a	107	1
Mir21a	92	0
Mir22	95	0
Mir23a	75	9
Mir24-2	107	75
Mir26a-1	90	0
Mir26b	85	3
Mir29a	88	4
Mir29c	88	0
Mir27a	87	17
Mir31	106	0
Mir92-2	91	0
Mir93	88	1
Mir96	106	0
Mir34a	102	0
Mir129-2	90	0
Mir98	108	0
Mir103-1	86	1
Mir103-2	86	0
Mir322	95	0
Mir323	86	0
Mir324	89	1
Mir325	98	0
Mir326	95	1
Mir328	97	0
Mir329	97	0
Mir330	98	6
Mir331	96	0
Mir337	97	0
Mir148b	97	0
Mir338	98	0
Mir339	96	1
Mir340	98	0
Mir341	96	2
Mir342	99	1
Mir344	95	0
Mir345	96	9
Mir346	98	0
Mir350	99	2
Mir351	99	0
Mir135b	97	0
Mir101b	97	1
Mir1a-2	72	0
Mir107	87	0
Mir10a	110	2
Mir17	84	4
Mir19a	82	3
Mir25	84	7
Mir28a	22	0
Mir32	70	0
Mir100	80	1
Mir139	68	0
Mir200c	69	0
Mir210	110	0
Mir212	91	0
Mir181a-1	87	0
Mir214	110	0
Mir216a	72	0
Mir218-1	110	0
Mir218-2	110	0
Mir219a-1	110	0
Mir223	110	0
Mir320	82	0
Mir26a-2	84	1
Mir33	69	0
Mir211	106	0
Mir221	95	6
Mir222	79	1
Mir224	82	1
Mir29b-2	81	0
Mir199a-2	110	0
Mir199b	110	0
Mir135a-2	100	0
Mir124a-1	85	0
Mir124a-2	109	0
Mir19b-1	87	0
Mir92-1	80	0
Mir9-1	89	0
Mir9-3	90	0
Mir138-1	99	1
Mir181b-1	80	0
Mir181c	89	0
Mir125b-1	77	0
Mir128-2	76	0
Mir7-1	108	54
Mir7-2	97	0
Mir7b	111	0
Mir217	108	1
Mir194-2	86	0
Mir219a-2	97	0
Mir361	70	0
Mir362	64	0
Mir363	75	0
Mir365-1	87	0
Mir375	64	0
Mir376a	68	0
Mir377	68	0
Mir378a	66	0
Mir379	66	0
Mir380	61	0
Mir381	75	0
Mir382	76	0
Mir383	70	0
Mir335	98	0
Mir133a-2	104	0
Mir133b	119	0
Mir181b-2	86	1
Mir215	111	10
Mir384	88	0
Mir196b	85	0
Mir409	79	0
Mir410	81	0
Mir376b	82	0
Mir411	82	0
Mir412	80	0
Mir370	79	0
Mir425	85	5
Mir431	91	0
Mir433	124	0
Mir434	94	0
Mir448	112	0
Mir429	83	0
Mir365-2	112	0
Mir449a	91	0
Mir450-1	91	0
Mir451a	72	0
Mir452	85	1
Mir463	75	0
Mir465	74	0
Mir466	73	0
Mir468	78	0
Mir470	75	0
Mir471	67	0
Mir532	96	0
Mir489	107	0
Mir483	73	0
Mir484	67	2
Mir485	73	1
Mir486	128	1
Mir546	121	0
Mir540	67	0
Mir543	76	0
Mir539	74	0
Mir541	90	0
Mir542	85	0
Mir547	78	0
Mir367	75	0
Mir494	85	0
Mir376c	85	0
Mir487b	82	0
Mir369	79	0
Mir20b	80	0
Mir450-2	69	0
Mir503	71	0
Mir291b	79	0
Mir302b	74	0
Mir302c	68	0
Mir302d	66	1
Mir301b	97	0
Mir675	84	0
Mir744	100	0
Mir374b	95	0
Mir216b	86	0
Mir592	96	0
Mir758	81	0
Mir551b	98	0
Mir671	98	0
Mir668	66	0
Mir665	94	0
Mir667	92	0
Mir770	94	0
Mir762	76	0
Mir802	97	0
Mir672	100	0
Mir670	100	2
Mir761	76	0
Mir764	108	0
Mir763	120	6
Mir666	99	0
Mir759	98	0
Mir496a	79	0
Mir673	91	0
Mir760	119	3
Mir674	100	2
Mir488	109	0
Mir677	78	12
Mir678	84	0
Mir497	84	0
Mir679	74	0
Mir495	63	0
Mir680-1	109	0
Mir680-2	110	0
Mir680-3	87	0
Mir681	110	0
Mir682	96	629
Mir449c	109	0
Mir683-1	109	0
Mir684-1	85	0
Mir684-2	86	0
Mir686	109	0
Mir719	110	0
Mir687	89	0
Mir688	75	0
Mir690	109	0
Mir691	78	0
Mir692-1	109	0
Mir693	89	0
Mir694	70	3
Mir146b	109	0
Mir669b	97	0
Mir669a-2	95	0
Mir669a-3	109	0
Mir467b	73	0
Mir669c	35	0
Mir297b	109	0
Mir695	109	0
Mir455	82	0
Mir491	86	0
Mir697	109	8
Mir698	109	0
Mir700	79	0
Mir701	109	0
Mir702	109	0
Mir703	109	118
Mir704	77	0
Mir705	82	0
Mir706	84	1
Mir707	73	0
Mir708	109	0
Mir709	88	5
Mir710	110	0
Mir711	82	0
Mir713	108	0
Mir500	92	0
Mir501	109	0
Mir717	109	0
Mir450b	82	0
Mir505	90	0
Mir721	88	0
Mir652	98	1
Mir490	84	0
Mir676	89	0
Mir615	92	0
Mir804	95	0
Mir741	71	0
Mir742	65	0
Mir743	62	0
Mir181d	72	0
Mir743b	77	0
Mir871	77	0
Mir879	76	0
Mir880	78	0
Mir881	78	0
Mir882	77	0
Mir883a	76	0
Mir883b	78	0
Mir190b	80	2
Mir874	76	0
Mir876	81	0
Mir105	80	0
Mir147	79	0
Mir18b	83	0
Mir193b	79	0
Mir297a-3	99	0
Mir297a-4	87	0
Mir297c	75	0
Mir327	69	0
Mir344-2	80	0
Mir421	76	1
Mir453	82	0
Mir465b-1	79	0
Mir465b-2	79	0
Mir465c-1	81	0
Mir465c-2	81	0
Mir466b-2	82	0
Mir466b-3	81	0
Mir466f-1	63	0
Mir466f-2	85	0
Mir466f-3	77	0
Mir466g	80	0
Mir466h	41	0
Mir467c	97	0
Mir467d	85	0
Mir493	83	1
Mir504	79	0
Mir509	75	0
Mir568	83	71
Mir574	78	0
Mir654	84	0
Mir92b	83	0
Mir466d	57	0
Mir449b	80	0
Mir878	78	0
Mir872	81	0
Mir873a	77	0
Mir875	78	2
Mir208b	77	0
Mir877	85	1
Mir511	79	2
Mir544	78	0
Mir598	79	0
Mir653	85	0
Mir582	80	0
Mir467e	55	0
Mir683-2	109	0
1700034H15Rik	4362	4
Gm15760	3445	294
AW011738	2745	272
Gm4532	713	45
D730005E14Rik	3607	153
Phtf1os	3781	28
BC025920	1890	150
AA387883	1679	0
Mnd1-ps	2774	8
Gm4598	1080	0
2810410L24Rik	1707	348
Gm14207	979	70
Gm6402	1356	82
4930539J05Rik	499	15
E330033B04Rik	6712	121
A930011G23Rik	3354	0
4930412C18Rik	3969	28
1110002L01Rik	3300	270
B330016D10Rik	2152	219
9930014A18Rik	5130	529
A630066F11Rik	1253	100
A630072M18Rik	5410	315
4831440E17Rik	4677	100
Gm20554	5099	56
Snord4a	70	36
Snord104	73	172
Snord55	78	100
Snord2	68	134
Cdr1os	869	0
Vmn1r-ps79	2293	0
6820431F20Rik	4659	408
Gm16386	4221	224
Mir22hg	1766	1420
3110099E03Rik	2644	0
Mir183	70	0
3930402G23Rik	3084	56
F630028O10Rik	2777	459
Gm8979	3418	0
Gm8989	2133	0
Foxd2os	2908	138
Gm3434	416	0
Gm3428	521	0
1700086L19Rik	1046	0
2410006H16Rik	461	5779
Mir423	109	1
Mir499	79	0
Mir718	88	0
Mir343	75	6
Snord17	221	40
Smok4a	2318	7
Nkx2-2os	4345	0
Gm13034	1195	5
3110021A11Rik	824	43
Snora26	121	0
Gm3020	848	0
Klk1b7-ps	448	0
Gm10409	1990	0
4933409K07Rik	4551	4
Gm833	1291	0
Mexis	2277	198
Gm6994	1163	0
Gm20605	4513	245
Snora28	121	234
Ppp1r2-ps9	904	0
Gm839	753	0
4933427E11Rik	1214	17
2700046G09Rik	1641	88
1700001G17Rik	889	53
2010016I18Rik	1558	152
Gm4792	773	0
1700111N16Rik	1132	0
B430212C06Rik	2623	89
3000002C10Rik	1278	132
1700069L16Rik	704	0
BC039771	2084	14
BC031361	4197	108
9330151L19Rik	2546	338
D330050I16Rik	1734	73
Gm13375	1385	253
E030024N20Rik	6361	38
Prr33	2245	187
9530091C08Rik	7977	2
Gm5627	931	0
Slc22a13b	1455	20
AA388235	3867	18
4930592I03Rik	987	12
BC065397	3226	94
Gm5089	2541	0
Gm12216	1152	65
Snora23	184	21
B930059L03Rik	1306	30
Gm3002	5215	2
LOC668415	2200	6
Gm2694	797	20
Krt74	1589	0
4931428L18Rik	1094	2
2810405F15Rik	1549	22
1700025C18Rik	702	0
Serpina3h	2051	247
Klra13-ps	815	0
Gm4013	416	56
9130209A04Rik	676	0
Gm5095	1523	0
Gm10536	4259	11
Gm4710	1178	0
Gm6225	1700	44
Gm10512	1170	0
Zfp133-ps	1079	24
Gm9999	567	0
Gm10494	2582	1
4930429F11Rik	1616	0
Gm11468	383	0
AU019990	2494	9
Gm10857	2796	0
Gm10768	2043	232
Platr8	1349	5
2810433D01Rik	1334	29
Gm10823	815	0
Gm10789	4591	5
Fmr1os	2743	8
Gm6938	771	0
U90926	522	2
Gm10046	632	0
Gm17830	1829	0
Mir124-2hg	1363	0
Gm10466	2466	0
4931406H21Rik	3858	36
Tnk2os	1392	10
Gm13629	1347	0
Mhrt	828	8
AI504432	5544	413
Gm7271	817	0
C030023E24Rik	2872	0
E530011L22Rik	3304	82
Gm9962	1417	0
Gm14164	1997	0
Gm3893	3554	0
Olfr1077-ps1	579	0
Gm11110	1026	202
Gm9961	540	1
Hectd2os	2662	6
Gm10510	723	0
Gm6194	1712	8
Gm6793	1458	0
2310015A10Rik	4845	522
Cyp2d37-ps	671	100
2410017I17Rik	1511	0
Tmem181b-ps	4710	949
1600029O15Rik	1809	7
Gm11517	683	38
Gm11529	2063	0
Gm16523	4750	6
Gm7444	3938	0
B230206H07Rik	2935	37
Wincr1	718	4712
Olfr1300-ps1	2235	0
Gm10845	3389	1
Gm10516	2612	246
Gm10754	1633	0
Gm10421	842	0
Gm12298	820	2
F630042J09Rik	3164	4
Gm10389	3468	56
Gm10636	2419	4
Gm16287	2322	22
Gm14812	1794	4
Gm10790	1696	7
Gm15348	3655	0
Gm10684	2203	1
D030047H15Rik	2536	8
Gm11190	3414	0
Gm10248	2730	0
Gm12359	1401	57
Gm10125	1509	13
1700048O20Rik	1848	12
D330041H03Rik	1484	71
Gm10400	3835	2
A630010A05Rik	1622	0
F930017D23Rik	1832	2
AY512915	3653	0
Arhgap20os	1484	0
Rbm3os	840	41
Gm1995	4341	0
Gpx2-ps1	1018	13
Gm16897	2491	16
BB019430	1320	0
AI507597	864	52
E130304I02Rik	696	2
9430041J12Rik	2312	2
9430021M05Rik	2148	0
Gm7104	4204	0
1810062O18Rik	751	11
4930512B01Rik	1421	22
Cyp4b1-ps2	564	0
4933401B06Rik	1219	0
Adh6-ps1	2789	6
Gm11426	2220	0
Spn-ps	809	0
Gm10280	2005	0
Cyp4f41-ps	1114	11
AY512931	2395	4
Hmgb1-rs17	1447	2
Gm8096	1660	2
Gm6300	2217	0
4933417G07Rik	961	2
4930529C04Rik	3531	0
Pou5f1-rs4	1040	0
Gm13498	2163	6
5730416F02Rik	812	7
Gm7134	2404	0
4930503H13Rik	635	0
5033404E19Rik	709	0
Gm5779	907	4
Gm5176	558	19
Gm4971	1072	0
1700028B04Rik	552	0
4921533I20Rik	1000	0
1700084J12Rik	731	0
A930017M01Rik	3350	0
Gm12633	1690	0
Gm12669	1011	0
Gm13238	774	2
1700001J11Rik	2468	0
Cyp2c53-ps	1443	0
Pldi	853	25
Gm12830	2308	0
1700128F08Rik	1110	0
Gm6623	2588	1
Olfr947-ps1	2177	0
Olfr856-ps1	1642	6
Gm6607	552	6
5031434O11Rik	2310	191
D5Ertd605e	1062	18
AA619741	2676	0
BC021767	2228	268
Gm5177	3785	5
4632428C04Rik	2428	85
A630075F10Rik	2106	0
Gm8709	1206	0
9130019P16Rik	4486	28
1700049E15Rik	921	27
Gm4349	1119	2
Olfr29-ps1	963	0
Rps19-ps3	426	65
E330012B07Rik	2361	0
Crnde	1500	171
Gm3230	2092	14
Gm6642	577	0
Fut4-ps1	2495	0
Mageb16-ps1	3482	0
Vmn2r-ps129	1689	0
Kif4-ps	3665	0
Trim30e-ps1	1890	0
Gm7550	591	0
Gm4541	495	0
Zscan4a	2257	2
Ces2d-ps	1963	5
Fbxl12os	2355	87
Ppp1r2-ps7	1948	0
E330020D12Rik	2827	44
AA545190	1035	0
Snord116l1	90	0
Snord116l2	90	0
2810001G20Rik	901	281
4921531C22Rik	1905	257
4933429O19Rik	1629	0
1700041C23Rik	397	0
1700044K03Rik	378	0
1700052I22Rik	377	0
1700109G14Rik	798	0
5430416N02Rik	626	768
Snora5c	101	35
Snora47	126	9
Snora36b	113	0
Snora30	107	12
Snora61	62	114
Snora19	56	0
Snora81	164	214
Snora52	134	64
Snora44	117	88
Snora34	118	6
Snora2b	112	27
Olfr1372-ps1	1768	409
Mir467a-1	73	0
Mir1224	85	0
Mir669a-1	97	0
Mir692-3	109	0
Mir669k	127	0
Mir669g	123	0
Mir466i	121	5
Mir1b	122	2
Mir1187	122	0
Mir669j	121	0
Mir669i	127	0
Mir669h	125	0
Mir1188	120	0
Mir467f	120	1
Mir1190	96	0
Mir1191	120	11
Mir1192	121	1
Mir1193	121	0
Mir669e	119	0
Mir1195	98	0
Mir1197	120	2
Mir1198	121	5
Mir1199	119	0
Mir1902	80	0
Mir1897	79	0
Mir1905	82	0
Mir1895	79	0
Mir1903	80	0
Mir1899	96	0
Mir1900	78	1
Mir1892	80	0
Mir1906-1	80	0
Mir1896	81	0
Mir1904	80	0
Mir1898	83	20
Mir1907	90	0
Mir1894	81	7
Mir1893	83	0
Mir1901	78	0
Mir1927	109	0
Mir1928	67	0
Mir1929	93	2
Mir1930	84	1
Mir1931	119	16
Mir1932	90	4
Mir1933	88	1
Mir1934	83	2
Mir1936	93	2
Mir1938	100	52
Mir1941	83	1
Mir1942	63	0
Mir1943	73	2
Mir1945	78	2
Mir1306	79	0
Mir1946a	134	0
Mir1947	85	1
Mir1948	85	3
Mir1949	70	25
Mir1950	74	3
Mir669m-1	98	0
Mir669m-2	98	0
Mir1951	89	0
Mir1952	79	0
Mir1953	89	1
Mir1954	86	0
Mir1955	98	1
Mir1956	65	8
Mir1958	97	0
Mir1960	78	0
Mir1961	112	0
Mir1962	121	0
Mir1963	59	0
Mir1964	83	0
Mir1966	108	3
Mir1967	82	4
Mir1968	68	0
Mir1969	94	3
Mir1946b	133	0
Mir1970	104	5
Mir1971	106	0
Mir1983	132	0
Mir1839	73	12
Mir1981	82	0
Mir1982	74	0
Mir2136	75	0
Mir2137	66	0
Mir2139	95	0
Mir432	75	0
Mir599	88	5
Mir767	107	0
Mir664	69	0
Gm5084	3604	2
Gm14403	3712	290
Gm4814	907	1
E230016K23Rik	2221	99
A730020M07Rik	2759	241
A730018C14Rik	1752	0
Trp53cor1	3121	17
Rps15a-ps4	697	85
1600027J07Rik	489	0
1700001K23Rik	488	1
1700028M03Rik	468	0
1700121N20Rik	1028	0
2810049E08Rik	1102	0
4930520P13Rik	505	0
6030440G07Rik	1093	0
4933421O10Rik	3850	298
1700060C20Rik	590	4
Gm3086	628	52
Arhgap33os	2648	6
Zim3	3224	0
Gm6525	556	11
Gm41	531	0
Gm8579	733	0
Gm9696	3050	0
Tdg-ps2	2898	0
Mir1247	82	6
Mir1264	86	0
Mir1249	98	14
Mir1843a	65	0
Mir3475	65	0
Mir344d-3	80	0
Mir1298	98	0
Mir3059	81	0
Mir3058	91	12
Mir3099	84	0
Mir3106	82	0
Mir344d-1	69	0
Mir344d-2	80	0
Mir2861	82	23
Mir3057	91	5
Mir1251	84	0
Mir3060	83	6
Mir3061	91	16
Mir3062	105	0
Mir3063	92	0
Mir3064	67	188
Mir3065	87	0
Mir3066	83	0
Mir3067	84	0
Mir3068	79	10
Mir3069	65	0
Mir3070a	89	1
Mir3070b	89	0
Mir3071	80	0
Mir3072	83	0
Mir3073a	85	0
Mir3074-1	85	0
Mir3075	85	0
Mir3076	60	3
Mir3077	64	2
Mir3078	87	0
Mir3079	90	4
Mir3080	79	0
Mir3081	84	0
Mir3082	64	0
Mir3083	64	0
Mir3084-1	68	0
Mir3085	89	0
Mir3086	87	0
Mir466o	59	0
Mir467a-2	83	0
Mir669a-4	60	0
Mir669a-5	60	0
Mir467a-3	83	0
Mir669a-6	60	0
Mir467a-4	83	0
Mir669a-7	60	0
Mir467a-5	83	0
Mir669p-1	62	0
Mir467a-6	83	0
Mir669a-8	60	0
Mir669a-9	60	0
Mir467a-7	82	0
Mir669p-2	62	0
Mir467a-8	82	0
Mir669a-10	60	0
Mir467a-9	82	0
Mir669a-11	60	0
Mir467a-10	83	0
Mir669a-12	60	0
Mir466n	94	0
Mir3087	56	0
Mir3088	74	0
Mir3089	84	2
Mir3090	87	0
Mir3091	76	0
Mir3092	96	7
Mir3093	87	0
Mir3094	64	0
Mir3095	87	0
Mir3097	67	0
Mir3098	87	16
Mir3100	65	3
Mir3101	88	32
Mir344e	66	0
Mir344b	63	0
Mir344c	92	0
Mir344g	71	0
Mir344f	68	0
Mir3102	104	1
Mir3103	67	0
Mir3104	63	0
Mir3105	85	0
Mir3107	90	0
Mir3074-2	83	0
Mir3108	79	3
Mir3109	88	23
Mir3110	80	0
Mir374c	49	0
Mir3112	82	0
Mir1912	87	0
Mir3470a	38	3
Mir3470b	126	0
Mir3471-1	131	0
Mir3471-2	102	0
Mir3472	71	0
Mir3473a	82	3
Mir3474	58	2
Mir1906-2	80	0
Chaserr	5143	1932
Gm7056	3093	0
Cahm	1223	53
Rdh18-ps	3648	0
Gm16861	1531	58
5330439B14Rik	1392	0
Snora33	105	109
Snord100	67	140
Snord42a	45	40
Snord42b	55	35
Gm1968	982	0
Stk-ps2	3483	0
4933407L21Rik	1148	5
2700046A07Rik	2133	0
1500009C09Rik	1723	881
Atp6v0c-ps2	1118	0
Zfa-ps	3420	4
Lppos	854	143
Lockd	607	554
1300002E11Rik	3959	563
1600010M07Rik	616	63
1600020E01Rik	681	414
2410004I01Rik	954	6
2610507I01Rik	2905	290
Gm6644	1352	0
Gm19589	2622	397
BB014433	1760	2
Gm20597	5486	2
Gm5105	1665	4
Gm15179	676	0
Gm53	617	2
E030025P04Rik	1078	0
Platr26	641	4
Gm16894	858	58
Gm15217	674	9
9330159M07Rik	2818	73
Gm19461	3112	63
Platr22	1199	12
Gm16548	1241	6
Gm16701	936	36
Gm20268	886	0
BC055402	3304	0
Gm2762	2339	0
B230216N24Rik	1178	49
2310043L19Rik	698	4
Plekhd1os	939	0
Hmga2-ps1	1510	2682
2310015D24Rik	3047	2
D030040B21Rik	2788	0
4930558J18Rik	2052	79
4921513I03Rik	1747	6
1700027A15Rik	571	1
4931429P17Rik	2012	0
4933413J09Rik	3387	48
9630028B13Rik	3406	0
9330162B11Rik	2212	0
Celrr	1580	0
2810408I11Rik	713	248
5530401A14Rik	1838	0
C730036E19Rik	2640	4
Gm17751	2188	0
Gm17745	876	23
Gm19395	658	3
Gm16998	1230	30
Gm15915	908	4
Gm18409	2506	0
Gm20110	2095	0
Gm20125	3401	4
Gm20139	6220	6
Gm15910	2973	6
4930486F22Rik	563	0
4933412E12Rik	1724	152
B230208H11Rik	1182	173
1700061I17Rik	1962	440
4930562F07Rik	887	18
Gm15663	3204	75
4930444F02Rik	4202	0
Gm6150	2980	6
E130307A14Rik	1664	163
Hk1os	1826	30
C730027H18Rik	2300	317
1700028I16Rik	1056	0
Gm10440	2751	0
D130020L05Rik	3100	69
4930546C10Rik	2322	0
4930579G18Rik	1461	405
2310065F04Rik	2724	2
Lhx1os	624	0
C030037D09Rik	1056	117
1700110I01Rik	1702	0
5830428M24Rik	1037	43
Rplp2-ps1	825	0
Gm38402	1557	0
Snhg4	1151	1055
1700001G11Rik	769	12
Gm2447	1805	0
Gm38431	2999	0
Bc1	146	10
Gm6654	626	60
Morf4l1-ps1	5159	174
Gm11696	2765	94
Gm14327	1101	18
BB283400	1418	0
0610009L18Rik	619	49
Tmem132cos	869	0
4930474N09Rik	1176	2
1810007D17Rik	742	5
1810018F18Rik	1447	0
1700008K24Rik	947	0
1700016P04Rik	429	0
Epb41l4aos	433	1337
1810044D09Rik	486	82
2610020C07Rik	2156	174
Plut	1442	661
5730405O15Rik	887	13
Stamos	800	37
Evx1os	2916	0
0610005C13Rik	1122	141
1600025M17Rik	547	0
4931403G20Rik	1852	32
2610206C17Rik	1717	1
1700042G15Rik	2030	1
1700061F12Rik	883	0
1700125H03Rik	760	16
4930425K10Rik	741	0
4930423M02Rik	1205	0
C430049B03Rik	2993	161
Snhg18	1483	442
Gm20857	756	0
Gm20858	729	0
Gm20871	811	0
Gm3143	960	0
AV039307	1332	30
Gm14718	756	0
Mir3960	73	53
Mir3961	59	0
Mir28c	75	0
Mir3962	64	0
Mir3963	71	0
Mir3964	74	0
Mir1843b	66	0
Mir3965	69	0
Mir378b	92	1
Mir101c	75	0
Mir3966	85	0
Mir3967	68	0
Mir3968	100	0
Mir3969	92	0
Mir28b	80	2
Mir3970	90	0
Mir3971	83	1
Mir5046	59	0
Mir5098	80	0
Mir5099	74	0
Mir5100	64	2
Mir5101	83	2
Mir5103	79	11
Mir5104	94	0
Mir5106	73	0
Mir3473c	81	2
Mir5107	88	42
Mir5108	85	0
Mir5110	87	0
Mir5112	60	1
Mir5113	82	0
Mir5114	61	0
Mir5116	63	0
Mir5118	67	0
Mir5119	57	5
Mir5120	78	0
Mir5121	74	0
Mir5122	89	0
Mir3473d	81	2
Mir5123	83	0
Mir5124a	21	0
Mir5125	79	177
Mir3572	86	0
Mir5126	77	0
Mir5127	71	0
Mir5128	84	0
Mir5129	78	0
Mir5130	84	0
Mir5131	93	0
Mir5132	71	0
Mir5133	77	0
Mir5134	78	2
Mir5135	79	12
Mir5136	76	1
1700019G24Rik	515	0
Gm14405	1699	0
2210408F21Rik	1041	280
Smkr-ps	662	10
2310001H17Rik	769	192
Kantr	4258	324
9530051G07Rik	4414	0
9330179D12Rik	1494	14
4732490B19Rik	2446	65
Plxna4os1	1909	68
E230016M11Rik	1762	100
Dlx4os	1663	123
Gm12295	3189	26
3632454L22Rik	5236	8
Lyrm7os	928	0
Gm14858	1758	0
Gm11627	677	8
A730020E08Rik	1661	2
6430706D22Rik	3638	0
2310040G24Rik	775	64
